t x y z yaw pitch roll vx vy vz wx wy wz
1.587 -4.00001 -4 2 0.75 -1.12378e-09 1.50981e-09 1.19571e-09 -2.96221e-10 -1.43289e-08 -4.89641e-08 -1.91697e-08 2.26453e-09
1.598 -4.00001 -4 2 0.75 -9.23314e-10 8.68445e-10 1.20848e-09 -4.61908e-10 -1.32634e-08 -6.79395e-08 -3.53124e-08 2.16546e-09
1.607 -4.00001 -4 2 0.75 -7.35214e-10 1.51249e-10 1.19289e-09 -5.50152e-10 -1.09397e-08 -7.51012e-08 -4.12663e-08 2.05131e-09
1.617 -4.00001 -4 2 0.75 -5.30762e-10 -7.45565e-10 1.12549e-09 -5.76075e-10 -8.54343e-09 -6.70731e-08 -4.16008e-08 1.7043e-09
1.627 -4.00001 -4 2 0.75 -4.29304e-10 -1.4281e-09 1.036e-09 -5.32473e-10 -7.14551e-09 -4.71529e-08 -3.63736e-08 1.15765e-09
1.637 -4.00001 -4 2 0.75 -4.43709e-10 -1.88545e-09 8.94944e-10 -4.35173e-10 -6.31442e-09 -1.96011e-08 -2.85786e-08 4.01724e-10
1.647 -4.00001 -4 2 0.75 -5.96628e-10 -2.0702e-09 7.24504e-10 -3.16362e-10 -5.4733e-09 8.82066e-09 -2.02125e-08 -4.79608e-10
1.657 -4.00001 -4 2 0.75 -8.43939e-10 -2.05776e-09 5.36073e-10 -2.08356e-10 -3.04903e-09 2.33166e-08 -1.54634e-08 -9.15748e-10
1.667 -4.00001 -4 2 0.75 -1.1351e-09 -1.95392e-09 3.38448e-10 -1.27999e-10 1.45668e-10 3.04379e-08 -1.28714e-08 -1.04688e-09
1.677 -4.00001 -4 2 0.75 -1.39111e-09 -1.77348e-09 1.53638e-10 -8.2825e-11 2.36092e-09 3.73672e-08 -1.21137e-09 -8.19174e-10
1.687 -4.00001 -4 2 0.75 -1.60744e-09 -1.39404e-09 -6.67805e-11 -6.33018e-11 3.86926e-09 4.57918e-08 1.95711e-08 -3.54563e-10
1.697 -4.00001 -4 2 0.75 -1.71137e-09 -9.03079e-10 -2.6574e-10 -9.00301e-11 5.00494e-09 3.82993e-08 2.90122e-08 -4.96776e-10
1.707 -4.00001 -4 2 0.75 -1.67849e-09 -4.7328e-10 -4.49509e-10 -1.66714e-10 6.00052e-09 1.48184e-08 2.71337e-08 -1.0462e-09
1.717 -4.00001 -4 2 0.75 -1.50379e-09 -3.24458e-10 -5.74309e-10 -2.60244e-10 6.56726e-09 -1.50289e-08 1.90724e-08 -1.73737e-09
1.727 -4.00001 -4 2 0.75 -1.17675e-09 -4.78276e-10 -6.85625e-10 -3.38309e-10 6.96468e-09 -4.77806e-08 8.1101e-09 -2.47234e-09
1.739 -4.00001 -4 2 0.75 -6.9324e-10 -1.04979e-09 -8.16397e-10 -3.63875e-10 7.93756e-09 -7.28183e-08 -1.39869e-08 -2.54852e-09
1.748 -4.00001 -4 2 0.75 -3.68098e-10 -1.72414e-09 -9.21141e-10 -3.13159e-10 8.44023e-09 -8.23449e-08 -3.11969e-08 -2.29586e-09
1.757 -4.00001 -4 2 0.75 -9.04875e-11 -2.42633e-09 -1.05809e-09 -1.94491e-10 8.05027e-09 -7.20428e-08 -2.71729e-08 -2.11949e-09
1.767 -4.00001 -4 2 0.75 1.59063e-10 -2.91982e-09 -1.20492e-09 -2.03966e-11 6.72091e-09 -4.70795e-08 -6.86234e-09 -1.99376e-09
1.777 -4.00001 -4 2 0.75 4.24095e-10 -3.0376e-09 -1.38992e-09 2.23325e-10 4.29833e-09 -8.63519e-09 2.76319e-08 -1.93942e-09
1.787 -4.00001 -4 2 0.75 6.82131e-10 -2.5784e-09 -1.55595e-09 4.79208e-10 1.10435e-09 3.69659e-08 6.94176e-08 -1.97592e-09
1.797 -4.00001 -4 2 0.75 9.4384e-10 -1.48173e-09 -1.6507e-09 7.17357e-10 -7.88654e-10 6.78563e-08 9.21174e-08 -1.8057e-09
1.807 -4.00001 -4 2 0.75 1.10653e-09 -3.43241e-10 -1.63698e-09 8.57229e-10 -1.12084e-09 7.31243e-08 8.41974e-08 -1.28392e-09
1.817 -4.00001 -4 2 0.75 1.17828e-09 5.42282e-10 -1.53578e-09 9.12403e-10 -2.10333e-09 5.88539e-08 6.2194e-08 -8.62114e-10
1.827 -4.00001 -4 2 0.75 1.20314e-09 1.15215e-09 -1.37872e-09 9.20723e-10 -4.22826e-09 2.80417e-08 2.66501e-08 -5.62831e-10
1.837 -4.00001 -4 2 0.75 1.16704e-09 1.23566e-09 -1.17676e-09 9.00072e-10 -6.47708e-09 -6.64909e-09 -1.67078e-08 -2.00192e-10
1.847 -4.00001 -4 2 0.75 1.0415e-09 8.98235e-10 -1.02263e-09 8.88762e-10 -7.41336e-09 -2.62954e-08 -5.1119e-08 4.51957e-10
1.857 -4.00001 -4 2 0.75 7.5502e-10 1.07735e-10 -8.871e-10 9.02251e-10 -6.39521e-09 -4.00193e-08 -7.86382e-08 1.07106e-09
1.867 -4.00001 -4 2 0.75 4.63939e-10 -6.94609e-10 -8.43021e-10 9.4783e-10 -4.02003e-09 -4.50808e-08 -8.80835e-08 1.31307e-09
1.877 -4.00001 -4 2 0.75 1.14479e-10 -1.60792e-09 -8.9095e-10 1.04704e-09 -2.09148e-09 -3.80032e-08 -8.41895e-08 1.42806e-09
1.887 -4.00001 -4 2 0.75 -2.4714e-10 -2.29437e-09 -1.02484e-09 1.18968e-09 -2.30976e-09 -1.31526e-08 -6.19229e-08 1.34952e-09
1.897 -4.00001 -4 2 0.75 -5.89388e-10 -2.59254e-09 -1.22293e-09 1.34529e-09 -2.82536e-09 1.22015e-08 -3.13444e-08 1.64335e-09
1.907 -4.00001 -4 2 0.75 -8.65438e-10 -2.48249e-09 -1.46316e-09 1.49554e-09 -2.87277e-09 3.36605e-08 5.02601e-09 2.40036e-09
1.917 -4.00001 -4 2 0.75 -1.00058e-09 -2.12048e-09 -1.6611e-09 1.59031e-09 -1.41257e-09 4.34583e-08 2.35489e-08 2.80655e-09
1.927 -4.00001 -4 2 0.75 -1.11106e-09 -1.52028e-09 -1.88222e-09 1.65903e-09 1.7542e-09 4.83666e-08 3.35872e-08 2.97635e-09
1.94 -4.00001 -4 2 0.75 -1.16144e-09 -8.0755e-10 -2.08471e-09 1.66629e-09 4.69444e-09 3.43293e-08 3.35271e-08 2.5229e-09
1.947 -4.00001 -4 2 0.75 -1.12394e-09 -5.27222e-10 -2.1709e-09 1.64076e-09 5.69767e-09 1.85456e-08 2.91252e-08 2.12358e-09
1.957 -4.00001 -4 2 0.75 -9.45129e-10 -3.35693e-10 -2.2601e-09 1.57728e-09 6.67973e-09 -1.37172e-08 1.91009e-08 1.35673e-09
1.967 -4.00001 -4 2 0.75 -7.04821e-10 -4.25209e-10 -2.32043e-09 1.5414e-09 7.09358e-09 -3.96936e-08 1.08018e-08 6.82722e-10
1.977 -4.00001 -4 2 0.75 -2.8497e-10 -7.41835e-10 -2.39768e-09 1.54127e-09 8.01977e-09 -4.82992e-08 7.73324e-09 -2.56988e-10
1.988 -4.00001 -4 2 0.75 1.03853e-10 -9.95683e-10 -2.46441e-09 1.60491e-09 8.91381e-09 -3.24056e-08 1.27298e-08 -1.19669e-09
1.997 -4.00001 -4 2 0.75 3.34975e-10 -1.03069e-09 -2.50756e-09 1.68707e-09 9.41748e-09 -9.61453e-09 1.89869e-08 -1.95872e-09
2.007 -4.00001 -4 2 0.75 4.64705e-10 -8.2392e-10 -2.52535e-09 1.78332e-09 9.83992e-09 1.7992e-08 2.61198e-08 -2.72445e-09
2.017 -4.00001 -4 2 0.75 4.61322e-10 -4.85272e-10 -2.52895e-09 1.86388e-09 1.06581e-08 2.83597e-08 1.79493e-08 -2.81034e-09
2.027 -4.00001 -4 2 0.75 3.45602e-10 -2.43184e-10 -2.51456e-09 1.91175e-09 1.13687e-08 2.75715e-08 7.21672e-10 -2.56701e-09
2.037 -4.00001 -4 2 0.75 1.04723e-10 -1.11858e-10 -2.4982e-09 1.93892e-09 1.15095e-08 1.91632e-08 -1.11689e-08 -2.19085e-09
2.047 -4.00001 -4 2 0.75 -4.46941e-11 -8.26389e-11 -2.48997e-09 1.93791e-09 1.04672e-08 6.62139e-09 -5.18163e-09 -1.98143e-09
2.057 -4.00001 -4 2 0.75 -3.66099e-11 -1.61956e-11 -2.49005e-09 1.93203e-09 9.85274e-09 4.48243e-09 1.5283e-08 -1.4933e-09
2.067 -4.00001 -4 2 0.75 1.07981e-10 2.10136e-10 -2.48862e-09 1.92751e-09 9.74443e-09 9.95836e-09 3.89376e-08 -8.55598e-10
2.079 -4.00001 -4 2 0.75 4.2423e-10 6.85536e-10 -2.42182e-09 1.90748e-09 1.04757e-08 8.70501e-09 4.04923e-08 -6.29938e-11
2.087 -4.00001 -4 2 0.75 5.88725e-10 9.02838e-10 -2.34436e-09 1.88536e-09 1.09819e-08 3.24819e-09 2.70058e-08 5.49751e-10
2.097 -4.00001 -4 2 0.75 6.98867e-10 9.81666e-10 -2.20751e-09 1.84909e-09 1.14392e-08 -6.3681e-09 1.47949e-09 1.43939e-09
2.107 -4.00001 -4 2 0.75 6.76723e-10 7.99869e-10 -2.07841e-09 1.82264e-09 1.18409e-08 -1.42772e-08 -2.48386e-08 2.20833e-09
2.117 -4.00001 -4 2 0.75 5.41898e-10 5.37351e-10 -1.99115e-09 1.81493e-09 1.25682e-08 -6.81282e-09 -3.3937e-08 2.23343e-09
2.127 -4.00001 -4 2 0.75 2.69959e-10 3.26005e-10 -1.92387e-09 1.81783e-09 1.3285e-08 1.12618e-08 -3.31537e-08 1.74638e-09
2.137 -4.00001 -4 2 0.75 -4.10563e-11 2.36817e-10 -1.89426e-09 1.80529e-09 1.30327e-08 1.50224e-08 -2.4262e-08 1.49009e-09
2.147 -4.00001 -4 2 0.75 -2.46937e-10 2.04535e-10 -1.8731e-09 1.76525e-09 1.13793e-08 5.13714e-09 -7.33072e-09 1.41769e-09
2.157 -4.00001 -4 2 0.75 -1.99572e-10 2.03319e-10 -1.87731e-09 1.72577e-09 8.83581e-09 -1.09805e-08 1.26265e-08 1.37965e-09
2.167 -4.00001 -4 2 0.75 1.12144e-10 2.19781e-10 -1.87177e-09 1.69867e-09 6.17708e-09 -2.49048e-08 3.12224e-08 1.21994e-09
2.178 -4.00001 -4 2 0.75 5.22413e-10 2.70676e-10 -1.83022e-09 1.70034e-09 4.15483e-09 -2.18597e-08 3.28748e-08 1.0831e-09
2.187 -4.00001 -4 2 0.75 8.30501e-10 3.455e-10 -1.75136e-09 1.72303e-09 1.78553e-09 -9.15667e-09 2.18793e-08 1.04066e-09
2.197 -4.00001 -4 2 0.75 9.23805e-10 4.35361e-10 -1.63891e-09 1.75271e-09 -1.16785e-09 8.54853e-09 4.85433e-09 1.04019e-09
2.207 -4.00001 -4 2 0.75 7.84992e-10 5.2561e-10 -1.54508e-09 1.77715e-09 -3.14143e-09 2.40518e-08 -1.06639e-08 1.02433e-09
2.217 -4.00001 -4 2 0.75 4.33642e-10 6.43233e-10 -1.44471e-09 1.78031e-09 -1.94243e-09 3.31359e-08 -1.92045e-08 8.88243e-10
2.227 -4.00001 -4 2 0.75 4.27285e-11 7.50343e-10 -1.37398e-09 1.74705e-09 4.64389e-10 3.33537e-08 -2.33271e-08 7.62202e-10
2.237 -4.00001 -4 2 0.75 -3.35946e-10 7.5917e-10 -1.31528e-09 1.67339e-09 2.261e-09 1.89048e-08 -3.05344e-08 3.768e-10
2.247 -4.00001 -4 2 0.75 -6.08834e-10 5.93164e-10 -1.28866e-09 1.58864e-09 3.33085e-09 -3.13016e-09 -3.84425e-08 -1.76145e-10
2.257 -4.00001 -4 2 0.75 -7.89849e-10 1.30958e-10 -1.31039e-09 1.49177e-09 3.06314e-09 -3.31495e-08 -4.0253e-08 -8.0368e-10
2.267 -4.00001 -4 2 0.75 -7.29433e-10 -4.578e-10 -1.37144e-09 1.4402e-09 1.32867e-09 -5.57064e-08 -2.96663e-08 -1.27078e-09
2.277 -4.00001 -4 2 0.75 -4.81578e-10 -9.63162e-10 -1.46802e-09 1.44738e-09 -7.96264e-10 -4.8241e-08 -3.37288e-09 -1.3464e-09
2.288 -4.00001 -4 2 0.75 -1.33721e-10 -1.09914e-09 -1.55565e-09 1.50135e-09 -3.48001e-09 -1.96026e-08 3.37192e-08 -1.24928e-09
2.297 -4.00001 -4 2 0.75 2.49129e-10 -7.4927e-10 -1.6213e-09 1.5807e-09 -5.35436e-09 1.51798e-08 6.42525e-08 -1.50191e-09
2.31 -4.00001 -4 2 0.75 6.4065e-10 3.0338e-10 -1.61121e-09 1.65929e-09 -6.07995e-09 5.53305e-08 8.40484e-08 -2.27465e-09
2.317 -4.00001 -4 2 0.75 7.60515e-10 9.09758e-10 -1.55674e-09 1.66612e-09 -5.85956e-09 6.29901e-08 8.21602e-08 -2.30325e-09
2.327 -4.00001 -4 2 0.75 8.68464e-10 1.98445e-09 -1.38147e-09 1.6153e-09 -5.24281e-09 6.45341e-08 6.44689e-08 -1.87192e-09
2.337 -4.00001 -4 2 0.75 8.37587e-10 2.70292e-09 -1.16156e-09 1.50853e-09 -5.17145e-09 5.54018e-08 4.06811e-08 -1.30861e-09
2.347 -4.00001 -4 2 0.75 6.91186e-10 3.17883e-09 -8.6553e-10 1.3211e-09 -6.75447e-09 2.60153e-08 8.27286e-10 -8.41103e-10
2.358 -4.00001 -4 2 0.75 4.99111e-10 3.08967e-09 -5.70872e-10 1.10231e-09 -8.0234e-09 -1.09452e-08 -3.15072e-08 -1.06097e-09
2.367 -4.00001 -4 2 0.75 3.9955e-10 2.64819e-09 -3.57182e-10 9.30153e-10 -8.28177e-09 -4.19838e-08 -4.87957e-08 -1.58831e-09
2.378 -4.00001 -4 2 0.75 3.64849e-10 1.8718e-09 -1.63095e-10 7.78329e-10 -6.70172e-09 -6.20881e-08 -5.97977e-08 -1.92967e-09
2.387 -4.00001 -4 2 0.75 3.70023e-10 9.56479e-10 -2.17327e-11 6.87496e-10 -4.12352e-09 -6.90096e-08 -6.19709e-08 -2.05612e-09
2.401 -4.00001 -4 2 0.75 4.07457e-10 -1.26102e-10 5.08496e-11 6.84758e-10 -3.66371e-09 -4.38928e-08 -3.64356e-08 -2.17742e-09
2.407 -4.00001 -4 2 0.75 4.28626e-10 -3.74646e-10 5.69949e-11 7.18388e-10 -4.4862e-09 -2.4099e-08 -1.73374e-08 -2.28037e-09
2.42 -4.00001 -4 2 0.75 4.56405e-10 -4.32004e-10 5.30774e-11 7.67736e-10 -6.00482e-09 3.41916e-09 8.7804e-09 -2.31649e-09
2.427 -4.00001 -4 2 0.75 5.0892e-10 2.38474e-10 7.46419e-11 8.42698e-10 -9.99254e-09 6.34608e-08 6.45871e-08 -2.29587e-09
2.437 -4.00001 -4 2 0.75 5.46933e-10 1.36351e-09 1.43167e-10 8.41892e-10 -1.33715e-08 1.0912e-07 1.07544e-07 -2.27807e-09
2.447 -4.00001 -4 2 0.75 5.90443e-10 3.16171e-09 3.15615e-10 7.36445e-10 -1.65248e-08 1.37144e-07 1.33797e-07 -2.28169e-09
2.457 -4.00001 -4 2 0.75 6.35556e-10 5.04108e-09 6.28923e-10 4.91486e-10 -1.90271e-08 1.28428e-07 1.26043e-07 -2.41061e-09
2.467 -4.00001 -4 2 0.75 6.88231e-10 6.77497e-09 1.1177e-09 7.0468e-11 -2.20906e-08 9.56802e-08 9.56988e-08 -2.42842e-09
2.477 -4.00001 -4 2 0.75 7.76216e-10 -1.3066e-07 2.99587e-08 -3.07941e-08 6.10226e-05 -0.0001013 -9.43067e-05 -7.98458e-05
2.487 -4.00001 -4 2.00001 0.749985 1.23141e-08 -2.68048e-05 9.21857e-07 -9.94209e-07 0.00260477 -0.00470154 -0.00437402 -0.00370091
2.497 -4.00001 -4 2.00006 0.749906 2.25533e-07 -0.000164253 -1.334e-06 1.34754e-06 0.00731196 -0.0150789 -0.01399 -0.0117859
2.509 -4.00001 -4 2.00018 0.749685 1.39977e-06 -0.000550522 -2.29534e-05 2.42475e-05 0.0126028 -0.0311772 -0.0287684 -0.0243117
2.517 -4.00001 -4 2.00031 0.749415 4.36534e-06 -0.00101938 -6.48234e-05 6.89036e-05 0.0154883 -0.0441804 -0.040485 -0.0345705
2.527 -4.00001 -4 2.00048 0.749005 1.17862e-05 -0.00172744 -0.000149458 0.000159774 0.0176608 -0.0590437 -0.0534598 -0.046317
2.537 -4.00001 -4 2.00066 0.748477 2.77255e-05 -0.00262998 -0.000286078 0.000307723 0.0189086 -0.0738662 -0.0657722 -0.0580785
2.547 -4.00001 -4 2.00086 0.747832 5.53591e-05 -0.00372027 -0.000486673 0.000527323 0.0196654 -0.088206 -0.0771593 -0.0696224
2.558 -4.00002 -3.99999 2.00108 0.746992 0.000105465 -0.00512414 -0.00079432 0.000868329 0.0201867 -0.103755 -0.0884435 -0.0818481
2.567 -4.00003 -3.99998 2.00124 0.746298 0.000159382 -0.00627428 -0.00108239 0.00119168 0.0203776 -0.115039 -0.0958648 -0.0904953
2.578 -4.00004 -3.99996 2.00148 0.745131 0.000279965 -0.00819204 -0.00162798 0.00181383 0.020677 -0.131951 -0.105135 -0.102807
2.588 -4.00006 -3.99994 2.00167 0.744161 0.000409863 -0.00977082 -0.00213282 0.00240075 0.0208391 -0.144128 -0.110583 -0.111564
2.597 -4.00009 -3.99991 2.00188 0.742993 0.000600252 -0.0116501 -0.00279471 0.00318591 0.0208483 -0.156962 -0.115079 -0.120937
2.607 -4.00012 -3.99988 2.00209 0.741733 0.000850355 -0.0136491 -0.00356835 0.00412507 0.0209384 -0.170237 -0.117833 -0.129692
2.618 -4.00016 -3.99983 2.0023 0.740388 0.00117342 -0.0157633 -0.00445413 0.00522897 0.0208934 -0.184071 -0.119674 -0.137981
2.627 -4.0002 -3.99978 2.00249 0.739109 0.00153468 -0.0177665 -0.00534872 0.00637503 0.0208123 -0.197477 -0.120897 -0.144967
2.638 -4.00027 -3.9997 2.00271 0.737461 0.00207853 -0.0203469 -0.00656733 0.00798665 0.0205762 -0.214826 -0.121436 -0.152976
2.647 -4.00034 -3.99961 2.00292 0.735888 0.00268911 -0.0228221 -0.00779561 0.00967026 0.0203352 -0.232361 -0.120584 -0.159632
2.657 -4.00042 -3.99951 2.0031 0.734416 0.00334744 -0.0251578 -0.00899523 0.0113742 0.0198996 -0.24903 -0.119133 -0.165305
2.667 -4.00053 -3.99938 2.00331 0.732547 0.00430467 -0.0281603 -0.0105818 0.0137217 0.0192562 -0.271237 -0.117192 -0.171694
2.677 -4.00064 -3.99923 2.0035 0.730787 0.0053312 -0.0310404 -0.0121367 0.0161294 0.0185855 -0.292643 -0.114965 -0.176956
2.687 -4.00077 -3.99905 2.00368 0.728973 0.00652089 -0.0340695 -0.0137955 0.0188181 0.01782 -0.315413 -0.111813 -0.181688
2.697 -4.00092 -3.99884 2.00386 0.727109 0.00788882 -0.0372538 -0.0155532 0.0218076 0.016907 -0.340049 -0.10802 -0.185978
2.707 -4.00108 -3.99861 2.00402 0.725199 0.00945293 -0.040607 -0.0174066 0.0251238 0.015939 -0.366552 -0.10368 -0.1897
2.717 -4.00127 -3.99834 2.00418 0.723248 0.0112232 -0.0441291 -0.019351 0.028793 0.0149292 -0.392843 -0.0980415 -0.192837
2.727 -4.00147 -3.99803 2.00432 0.72126 0.0132073 -0.0478048 -0.0213788 0.0328375 0.0138132 -0.41842 -0.090688 -0.195414
2.737 -4.0017 -3.99768 2.00445 0.71924 0.0154092 -0.0516146 -0.0234812 0.0372799 0.0125557 -0.441839 -0.081382 -0.197505
2.747 -4.00192 -3.99732 2.00456 0.717396 0.0175746 -0.0551326 -0.0254271 0.0416324 0.0112342 -0.461029 -0.0716759 -0.199056
2.758 -4.00221 -3.99683 2.00467 0.715114 0.0204617 -0.0595382 -0.0278641 0.0474338 0.00948477 -0.48612 -0.0593214 -0.200484
2.767 -4.0025 -3.99632 2.00476 0.713014 0.0233343 -0.0636622 -0.0301203 0.0531827 0.0076645 -0.510935 -0.0475988 -0.201423
2.778 -4.00282 -3.99575 2.00482 0.71089 0.0264525 -0.067901 -0.0324037 0.0594093 0.00566693 -0.535786 -0.0351133 -0.202039
2.787 -4.00315 -3.99512 2.00487 0.708745 0.0298222 -0.0722585 -0.0347003 0.0661328 0.00346036 -0.561782 -0.0227455 -0.202358
2.799 -4.00359 -3.99427 2.00489 0.706143 0.0342004 -0.0776533 -0.0374549 0.0748865 0.000499228 -0.591917 -0.00766102 -0.202471
2.807 -4.0039 -3.99365 2.00488 0.704393 0.0373122 -0.0813297 -0.0392826 0.0811633 -0.00156443 -0.609513 0.00330775 -0.202369
2.817 -4.0043 -3.99279 2.00485 0.702186 0.0414155 -0.0860003 -0.0415441 0.0895203 -0.00427335 -0.630817 0.0176607 -0.202101
2.827 -4.00469 -3.99194 2.0048 0.700185 0.0453061 -0.0902602 -0.0435494 0.0975539 -0.00670371 -0.647346 0.0313781 -0.201628
2.837 -4.00513 -3.99092 2.00472 0.697946 0.0498367 -0.095036 -0.0457273 0.107055 -0.00949406 -0.664238 0.0466859 -0.200883
2.847 -4.0056 -3.98979 2.00461 0.695691 0.0545782 -0.099852 -0.0478396 0.117188 -0.0122738 -0.680212 0.0617169 -0.19981
2.857 -4.00609 -3.98856 2.00447 0.693424 0.0595217 -0.1047 -0.0498686 0.127954 -0.0151543 -0.694578 0.0768913 -0.198521
2.867 -4.0066 -3.98722 2.0043 0.691145 0.0646555 -0.109563 -0.0518011 0.139377 -0.0180445 -0.706567 0.0923534 -0.196971
2.877 -4.00718 -3.98561 2.00409 0.688629 0.0705106 -0.114916 -0.0537944 0.152702 -0.0213404 -0.718804 0.109142 -0.195025
2.887 -4.00768 -3.98418 2.00388 0.686563 0.0754587 -0.119301 -0.0553097 0.164215 -0.0240429 -0.728959 0.122241 -0.193144
2.897 -4.00829 -3.98228 2.00359 0.684032 0.0816933 -0.124673 -0.0570024 0.179033 -0.027446 -0.741131 0.137538 -0.190559
2.907 -4.00887 -3.98041 2.0033 0.681727 0.0875272 -0.129567 -0.0583758 0.193238 -0.0305551 -0.750457 0.15079 -0.187858
2.917 -4.00946 -3.9784 2.00298 0.679423 0.0935038 -0.134461 -0.0595773 0.208147 -0.0337114 -0.758268 0.163452 -0.184858
2.927 -4.01006 -3.97623 2.00263 0.677121 0.0996108 -0.139351 -0.0605945 0.223768 -0.0369062 -0.765325 0.175595 -0.181571
2.937 -4.01067 -3.97391 2.00224 0.674823 0.105844 -0.144238 -0.0614148 0.240101 -0.0401848 -0.772307 0.187301 -0.178063
2.947 -4.01129 -3.97141 2.00182 0.672532 0.112194 -0.149123 -0.0620273 0.257163 -0.0434794 -0.778162 0.198173 -0.174203
2.957 -4.01192 -3.96874 2.00137 0.670251 0.118644 -0.154 -0.0624207 0.274954 -0.0468304 -0.782014 0.207913 -0.169961
2.967 -4.01248 -3.96619 2.00093 0.668211 0.124514 -0.158373 -0.0625799 0.291595 -0.0498787 -0.783482 0.215855 -0.165832
2.977 -4.0131 -3.96316 2.00041 0.665963 0.131098 -0.163207 -0.0625322 0.310766 -0.0533973 -0.784529 0.224388 -0.161094
2.987 -4.01379 -3.95961 1.9998 0.663514 0.138403 -0.168483 -0.0621976 0.332717 -0.057268 -0.782396 0.233728 -0.155694
2.997 -4.01435 -3.95653 1.99927 0.661535 0.14441 -0.172748 -0.061697 0.35132 -0.0605593 -0.778783 0.240706 -0.151076
3.008 -4.01502 -3.95252 1.99858 0.65915 0.151767 -0.177888 -0.0607996 0.374851 -0.0646873 -0.771378 0.247761 -0.145043
3.017 -4.01562 -3.94865 1.99791 0.657025 0.158433 -0.182467 -0.0597049 0.397009 -0.0684686 -0.760358 0.253091 -0.139241
3.027 -4.01621 -3.94456 1.9972 0.654945 0.165056 -0.186935 -0.0583406 0.419867 -0.0723594 -0.747935 0.258091 -0.133326
3.037 -4.01679 -3.94023 1.99646 0.652916 0.171629 -0.19129 -0.0566996 0.44346 -0.0761725 -0.734323 0.262349 -0.127064
3.047 -4.01734 -3.93566 1.99568 0.650945 0.178135 -0.195526 -0.0547793 0.467754 -0.0799936 -0.719639 0.265248 -0.120305
3.057 -4.01788 -3.93085 1.99486 0.64904 0.184557 -0.199645 -0.0525758 0.492758 -0.0837431 -0.704224 0.266418 -0.112821
3.071 -4.01859 -3.92368 1.99364 0.646497 0.193378 -0.205221 -0.049021 0.528861 -0.089131 -0.681222 0.266037 -0.101496
3.078 -4.01888 -3.92045 1.9931 0.645456 0.197089 -0.20754 -0.0473315 0.54471 -0.0915112 -0.670528 0.265338 -0.0964152
3.087 -4.01933 -3.91486 1.99216 0.643791 0.203171 -0.211306 -0.0442998 0.571584 -0.0956646 -0.652258 0.263565 -0.0877279
3.097 -4.01976 -3.90899 1.99118 0.642218 0.209114 -0.214942 -0.0409986 0.59905 -0.0999416 -0.631625 0.260911 -0.0787435
3.107 -4.02015 -3.90285 1.99016 0.640748 0.214894 -0.218431 -0.0374333 0.627082 -0.104355 -0.608716 0.257316 -0.069454
3.118 -4.0205 -3.89642 1.98909 0.639386 0.220494 -0.221765 -0.0336084 0.65567 -0.108861 -0.584539 0.252324 -0.0596472
3.127 -4.02082 -3.8897 1.98798 0.638143 0.225894 -0.224943 -0.0295342 0.684771 -0.113524 -0.559367 0.245713 -0.0492744
3.137 -4.02109 -3.88269 1.98682 0.637025 0.23108 -0.227967 -0.0252178 0.714376 -0.118283 -0.53395 0.23757 -0.0382867
3.147 -4.02132 -3.87538 1.98561 0.636039 0.236043 -0.230844 -0.0206733 0.744443 -0.123194 -0.508847 0.22883 -0.0269937
3.158 -4.02151 -3.86699 1.98422 0.63511 0.241243 -0.23384 -0.0154241 0.778031 -0.128738 -0.480704 0.218621 -0.0142715
3.167 -4.02163 -3.85985 1.98304 0.634476 0.245287 -0.236158 -0.0109478 0.805874 -0.133423 -0.457343 0.209195 -0.00344567
3.177 -4.02171 -3.85162 1.98167 0.633913 0.249543 -0.238598 -0.00579493 0.837176 -0.138764 -0.430705 0.19723 0.00914905
3.187 -4.02174 -3.84395 1.9804 0.633538 0.25315 -0.240671 -0.00100959 0.865652 -0.143703 -0.406068 0.185658 0.0207979
3.197 -4.02172 -3.83511 1.97893 0.633272 0.256904 -0.242839 0.00446221 0.89764 -0.149227 -0.37976 0.17239 0.0340867
3.208 -4.02162 -3.82409 1.9771 0.633162 0.261073 -0.245286 0.011223 0.936495 -0.155853 -0.35211 0.155627 0.0508217
3.217 -4.0215 -3.81551 1.97567 0.633231 0.263968 -0.247033 0.0164088 0.965912 -0.160923 -0.333018 0.142564 0.0637688
3.227 -4.0213 -3.80567 1.97403 0.633462 0.266951 -0.248886 0.0222729 0.998883 -0.16658 -0.310217 0.128265 0.0782192
3.237 -4.02104 -3.7955 1.97233 0.633862 0.269679 -0.250627 0.0282199 1.0321 -0.172353 -0.285469 0.114098 0.0926948
3.247 -4.02073 -3.785 1.97058 0.634439 0.272136 -0.252233 0.0342281 1.06552 -0.178289 -0.257379 0.0996366 0.107222
3.258 -4.02035 -3.77416 1.96876 0.6352 0.274301 -0.253684 0.0402758 1.09909 -0.184416 -0.227296 0.0848666 0.12184
3.267 -4.01992 -3.76298 1.96688 0.636149 0.276168 -0.254969 0.0463439 1.13281 -0.19072 -0.196187 0.0702969 0.136385
3.277 -4.01942 -3.75147 1.96494 0.63729 0.277732 -0.256077 0.0524142 1.16663 -0.197181 -0.164235 0.055902 0.150878
3.287 -4.01892 -3.74082 1.96313 0.638482 0.27888 -0.256923 0.0578725 1.19719 -0.202991 -0.136439 0.0427863 0.164203
3.297 -4.01831 -3.72866 1.96107 0.639989 0.279878 -0.257713 0.0639168 1.23126 -0.2094 -0.107688 0.0282185 0.17939
