t wx wy wz ax ay az
0.881 -0.252528 -0.182975 -0.447838 -0.00205665 -0.00426969 8.48429
0.882 -0.252629 -0.182759 -0.447816 -0.00210268 -0.00416012 8.48264
0.883 -0.252718 -0.182533 -0.447791 -0.00214861 -0.00405107 8.481
0.884 -0.2528 -0.182298 -0.447765 -0.00219443 -0.00394255 8.4794
0.885 -0.252871 -0.182051 -0.447737 -0.00224016 -0.00383456 8.47782
0.886 -0.252936 -0.181795 -0.447711 -0.00228576 -0.0037271 8.47627
0.887 -0.252996 -0.181527 -0.447684 -0.00233124 -0.00362019 8.47475
0.888 -0.253048 -0.181254 -0.447656 -0.00237658 -0.00351381 8.47327
0.889 -0.253094 -0.180969 -0.447626 -0.00242177 -0.00340795 8.47182
0.89 -0.253137 -0.180675 -0.447597 -0.00246678 -0.0033026 8.47041
0.891 -0.253177 -0.180371 -0.447566 -0.00251162 -0.00319776 8.46902
0.892 -0.253214 -0.180057 -0.447536 -0.00255624 -0.0030934 8.46768
0.893 -0.253244 -0.179732 -0.447506 -0.00260063 -0.00298952 8.46636
0.894 -0.253272 -0.179401 -0.447476 -0.00264477 -0.0028861 8.46509
0.895 -0.2533 -0.179064 -0.447444 -0.00268863 -0.00278312 8.46384
0.896 -0.253321 -0.178713 -0.447413 -0.0027336 -0.00267936 8.46054
0.897 -0.253337 -0.178349 -0.44738 -0.00277865 -0.00257653 8.45914
0.898 -0.253348 -0.177971 -0.447343 -0.00282333 -0.00247399 8.45774
0.899 -0.253352 -0.177582 -0.447307 -0.00286761 -0.00237174 8.45634
0.9 -0.25335 -0.177185 -0.447269 -0.00291148 -0.00226977 8.45493
0.901 -0.253344 -0.176777 -0.447231 -0.00295492 -0.00216806 8.45354
0.902 -0.253331 -0.176363 -0.44719 -0.00299793 -0.0020666 8.45215
0.903 -0.25331 -0.17594 -0.447149 -0.00304048 -0.00196539 8.45077
0.904 -0.253283 -0.175511 -0.447107 -0.00308256 -0.00186441 8.44941
0.905 -0.253251 -0.175075 -0.447063 -0.00312418 -0.00176366 8.44806
0.906 -0.253207 -0.174635 -0.44702 -0.00316531 -0.00166312 8.44673
0.907 -0.253159 -0.174188 -0.446976 -0.00320598 -0.00156281 8.44543
0.908 -0.253101 -0.173738 -0.446931 -0.00324617 -0.0014627 8.44415
0.909 -0.253034 -0.173284 -0.446885 -0.00328588 -0.0013628 8.44289
0.91 -0.252958 -0.172827 -0.446839 -0.00332514 -0.00126312 8.44166
0.911 -0.252875 -0.172368 -0.446793 -0.00336393 -0.00116366 8.44045
0.912 -0.252782 -0.17191 -0.446745 -0.00340229 -0.00106442 8.43927
0.913 -0.25268 -0.171454 -0.446697 -0.00344021 -0.00096541 8.43812
0.914 -0.252568 -0.170997 -0.446651 -0.00347772 -0.00086665 8.43699
0.915 -0.252443 -0.170536 -0.446602 -0.00351573 -0.000767069 8.43412
0.916 -0.252304 -0.170076 -0.446551 -0.00355383 -0.000667975 8.43301
0.917 -0.252152 -0.169612 -0.446501 -0.00359153 -0.000569136 8.43187
0.918 -0.251986 -0.169144 -0.446449 -0.00362887 -0.000470578 8.43072
0.919 -0.251807 -0.168676 -0.446397 -0.00366586 -0.000372325 8.42956
0.92 -0.251615 -0.168205 -0.446344 -0.00370254 -0.000274403 8.42839
0.921 -0.251411 -0.167733 -0.446286 -0.00373891 -0.000176839 8.42723
0.922 -0.251193 -0.167258 -0.446228 -0.00377502 -7.96615e-05 8.42606
0.923 -0.250965 -0.166782 -0.446172 -0.00381087 1.71033e-05 8.4249
0.924 -0.250723 -0.166306 -0.446112 -0.00384649 0.000113429 8.42375
0.925 -0.250474 -0.165829 -0.446053 -0.0038819 0.00020929 8.42261
0.926 -0.250213 -0.165348 -0.445994 -0.00391713 0.000304663 8.42149
0.927 -0.249943 -0.164866 -0.445937 -0.00395217 0.000399526 8.42038
0.928 -0.249666 -0.164378 -0.445878 -0.00398706 0.000493862 8.41928
0.929 -0.249378 -0.16389 -0.445816 -0.0040218 0.000587653 8.41821
0.93 -0.249081 -0.163397 -0.445755 -0.00405641 0.000680885 8.41715
0.931 -0.248778 -0.162902 -0.445695 -0.00409088 0.000773543 8.41611
0.932 -0.248472 -0.162403 -0.445633 -0.00412523 0.000865619 8.4151
0.933 -0.248158 -0.161897 -0.445573 -0.00415946 0.000957102 8.4141
0.934 -0.247836 -0.161386 -0.445507 -0.00419426 0.00104845 8.41155
0.935 -0.247509 -0.160867 -0.445442 -0.00422947 0.0011392 8.4107
0.936 -0.247178 -0.160337 -0.445375 -0.00426452 0.0012294 8.40982
0.937 -0.246842 -0.1598 -0.445307 -0.00429941 0.00131906 8.40891
0.938 -0.246497 -0.159254 -0.44524 -0.00433411 0.00140816 8.40798
0.939 -0.246151 -0.1587 -0.445173 -0.00436863 0.00149673 8.40704
0.94 -0.245802 -0.158137 -0.445104 -0.00440296 0.00158476 8.40608
0.941 -0.24545 -0.157563 -0.445036 -0.00443707 0.00167227 8.40512
0.942 -0.245095 -0.156982 -0.444966 -0.00447096 0.00175928 8.40416
0.943 -0.244738 -0.156395 -0.444894 -0.00450461 0.00184579 8.40319
0.944 -0.24438 -0.1558 -0.444821 -0.00453799 0.00193182 8.40223
0.945 -0.244018 -0.155196 -0.444748 -0.0045711 0.00201738 8.40127
0.946 -0.243657 -0.154583 -0.444673 -0.0046039 0.0021025 8.40032
0.947 -0.243292 -0.153962 -0.444599 -0.00463638 0.00218719 8.39938
0.948 -0.242926 -0.153337 -0.444523 -0.00466852 0.00227148 8.39845
0.949 -0.24256 -0.152705 -0.444449 -0.0047003 0.00235537 8.39753
0.95 -0.24219 -0.152069 -0.444376 -0.00473172 0.0024389 8.39663
0.951 -0.241816 -0.151426 -0.4443 -0.00476274 0.00252208 8.39574
0.952 -0.241444 -0.15078 -0.444224 -0.00479337 0.00260493 8.39487
0.953 -0.241066 -0.150127 -0.444146 -0.00482398 0.00268757 8.3926
0.954 -0.240685 -0.149466 -0.444067 -0.00485477 0.00277014 8.392
0.955 -0.240297 -0.148802 -0.443988 -0.00488509 0.00285245 8.39136
0.956 -0.239904 -0.148136 -0.443908 -0.00491494 0.00293452 8.39068
0.957 -0.239505 -0.147462 -0.443826 -0.00494433 0.00301635 8.38996
0.958 -0.239099 -0.146786 -0.443743 -0.00497324 0.00309794 8.38923
0.959 -0.238691 -0.146107 -0.443662 -0.0050017 0.0031793 8.38847
0.96 -0.238272 -0.145428 -0.44358 -0.00502969 0.00326042 8.38769
0.961 -0.237849 -0.144749 -0.443494 -0.00505723 0.0033413 8.3869
0.962 -0.237415 -0.144067 -0.443409 -0.00508433 0.00342193 8.38611
0.963 -0.236975 -0.143383 -0.443322 -0.005111 0.00350231 8.38531
0.964 -0.236529 -0.142699 -0.443234 -0.00513725 0.00358243 8.3845
0.965 -0.236074 -0.142018 -0.443146 -0.00516309 0.00366227 8.3837
0.966 -0.23561 -0.141337 -0.443058 -0.00518855 0.00374183 8.3829
0.967 -0.235137 -0.140658 -0.44297 -0.00521364 0.00382108 8.38211
0.968 -0.234655 -0.139981 -0.442882 -0.00523837 0.0039 8.38132
0.969 -0.234167 -0.139305 -0.442792 -0.00526278 0.00397858 8.38054
0.97 -0.233671 -0.138631 -0.442702 -0.00528687 0.00405679 8.37978
0.971 -0.233166 -0.137961 -0.442612 -0.00531066 0.00413463 8.37902
0.972 -0.23265 -0.137288 -0.442521 -0.00533427 0.00421223 8.37702
0.973 -0.232124 -0.136615 -0.442429 -0.00535828 0.0042898 8.37665
0.974 -0.231591 -0.135941 -0.442336 -0.00538202 0.00436693 8.37623
0.975 -0.23105 -0.135268 -0.442243 -0.00540551 0.00444362 8.37575
0.976 -0.230497 -0.134594 -0.442148 -0.00542879 0.00451983 8.37524
0.977 -0.229938 -0.13392 -0.442051 -0.00545186 0.00459554 8.37469
0.978 -0.22937 -0.133246 -0.441957 -0.00547474 0.00467074 8.37412
0.979 -0.228794 -0.13257 -0.44186 -0.00549744 0.00474542 8.37351
0.98 -0.228215 -0.13189 -0.441762 -0.00551999 0.00481957 8.37289
0.981 -0.227629 -0.13121 -0.441662 -0.00554238 0.00489316 8.37225
0.982 -0.227037 -0.130527 -0.441563 -0.00556463 0.00496619 8.3716
0.983 -0.226439 -0.129841 -0.441464 -0.00558674 0.00503866 8.37095
0.984 -0.225839 -0.129152 -0.441367 -0.00560871 0.00511056 8.37028
0.985 -0.225234 -0.128459 -0.441266 -0.00563055 0.00518189 8.36962
0.986 -0.224629 -0.127763 -0.441163 -0.00565226 0.00525264 8.36895
0.987 -0.22402 -0.127062 -0.44106 -0.00567382 0.00532283 8.36828
0.988 -0.223411 -0.126356 -0.440957 -0.00569524 0.00539246 8.36762
0.989 -0.222802 -0.125648 -0.440854 -0.0057165 0.00546153 8.36696
0.99 -0.22219 -0.124934 -0.440751 -0.0057376 0.00553006 8.36631
0.991 -0.221578 -0.124217 -0.440645 -0.00575848 0.00559766 8.36456
0.992 -0.220966 -0.123491 -0.44054 -0.00577987 0.00566529 8.36441
0.993 -0.220353 -0.122759 -0.440434 -0.00580102 0.00573243 8.36418
0.994 -0.219742 -0.122022 -0.440325 -0.00582194 0.0057991 8.36391
0.995 -0.219128 -0.121278 -0.440216 -0.0058426 0.00586531 8.36358
0.996 -0.218516 -0.120528 -0.440109 -0.00586299 0.00593108 8.36321
0.997 -0.217904 -0.119771 -0.439999 -0.00588309 0.00599642 8.3628
0.998 -0.217294 -0.11901 -0.439888 -0.0059029 0.00606136 8.36236
0.999 -0.216681 -0.118247 -0.439778 -0.00592239 0.0061259 8.36189
1 -0.216068 -0.117476 -0.439669 -0.00594156 0.00619007 8.3614
1.001 -0.215456 -0.116701 -0.439557 -0.00596039 0.00625388 8.36089
1.002 -0.214842 -0.115922 -0.439443 -0.00597887 0.00631736 8.36037
1.003 -0.214228 -0.11514 -0.439328 -0.00599698 0.00638051 8.35983
1.004 -0.21361 -0.114355 -0.439212 -0.00601473 0.00644335 8.35929
1.006 -0.212371 -0.112781 -0.438984 -0.00604906 0.00656814 8.35818
1.007 -0.211748 -0.111993 -0.438868 -0.00606564 0.00663012 8.35763
1.008 -0.211123 -0.111204 -0.438752 -0.00608183 0.00669182 8.35707
1.009 -0.210496 -0.110414 -0.438636 -0.00609762 0.00675326 8.35652
1.01 -0.209867 -0.109625 -0.438519 -0.00611303 0.00681444 8.35597
1.011 -0.209233 -0.108834 -0.438403 -0.00612764 0.00687493 8.35427
1.012 -0.208593 -0.108045 -0.438284 -0.00614269 0.00693598 8.35436
1.013 -0.20795 -0.107256 -0.438167 -0.00615734 0.00699675 8.35438
1.014 -0.207298 -0.106469 -0.438047 -0.00617159 0.00705725 8.35432
1.015 -0.206644 -0.105681 -0.437927 -0.00618546 0.00711745 8.3542
1.016 -0.205984 -0.104898 -0.437808 -0.00619896 0.00717736 8.35403
1.017 -0.205319 -0.104114 -0.437685 -0.00621211 0.00723697 8.35381
1.018 -0.204649 -0.103337 -0.437561 -0.00622493 0.00729626 8.35355
1.019 -0.203971 -0.102559 -0.437438 -0.00623743 0.00735522 8.35326
1.02 -0.203285 -0.101783 -0.437314 -0.00624963 0.00741383 8.35293
1.021 -0.202597 -0.101008 -0.43719 -0.00626155 0.00747209 8.35258
1.022 -0.201902 -0.100237 -0.437064 -0.0062732 0.00752998 8.3522
1.023 -0.2012 -0.0994689 -0.436936 -0.00628461 0.00758748 8.35181
1.024 -0.200492 -0.098701 -0.436809 -0.00629578 0.00764458 8.3514
1.025 -0.199778 -0.0979361 -0.436684 -0.00630675 0.00770126 8.35097
1.026 -0.19906 -0.0971731 -0.436558 -0.00631752 0.00775751 8.35054
1.027 -0.198339 -0.0964114 -0.436429 -0.00632812 0.00781332 8.3501
1.028 -0.197611 -0.0956499 -0.436302 -0.00633855 0.00786867 8.34965
1.029 -0.19688 -0.0948884 -0.436172 -0.00634882 0.00792355 8.3492
1.03 -0.196147 -0.0941297 -0.436041 -0.00635848 0.00797754 8.34794
1.031 -0.19541 -0.0933717 -0.435912 -0.00636874 0.00803185 8.34819
1.032 -0.19467 -0.0926121 -0.435781 -0.00637885 0.00808564 8.34835
1.033 -0.193928 -0.0918523 -0.435647 -0.00638881 0.00813891 8.34843
1.034 -0.193185 -0.0910922 -0.435515 -0.00639864 0.00819166 8.34845
1.035 -0.192439 -0.0903332 -0.435382 -0.00640833 0.00824389 8.34842
1.036 -0.191691 -0.0895711 -0.435246 -0.0064179 0.00829559 8.34832
1.037 -0.19094 -0.0888058 -0.435113 -0.00642734 0.00834678 8.34819
1.038 -0.190192 -0.0880392 -0.434978 -0.00643666 0.00839746 8.34801
1.039 -0.189442 -0.0872693 -0.434839 -0.00644584 0.00844763 8.34779
1.04 -0.188692 -0.0864985 -0.434703 -0.00645489 0.00849731 8.34755
1.041 -0.187944 -0.0857247 -0.434567 -0.0064638 0.00854651 8.34728
1.042 -0.187196 -0.0849465 -0.43443 -0.00647256 0.00859523 8.34699
1.043 -0.18645 -0.0841672 -0.434291 -0.00648116 0.00864349 8.34667
1.044 -0.185702 -0.0833831 -0.434152 -0.00648959 0.00869131 8.34634
1.045 -0.184957 -0.0825957 -0.434014 -0.00649784 0.00873869 8.346
1.046 -0.184214 -0.0818075 -0.433874 -0.00650589 0.00878566 8.34565
1.047 -0.183473 -0.0810145 -0.433735 -0.00651375 0.00883223 8.34529
1.048 -0.182731 -0.0802196 -0.433594 -0.00652138 0.00887841 8.34492
1.049 -0.181994 -0.0794227 -0.433455 -0.00652821 0.00892349 8.34386
1.05 -0.181258 -0.0786221 -0.433314 -0.00653554 0.00896915 8.34428
1.051 -0.180524 -0.0778222 -0.43317 -0.00654259 0.00901444 8.3446
1.052 -0.179791 -0.0770198 -0.433027 -0.00654934 0.00905937 8.34484
1.053 -0.179061 -0.076215 -0.432881 -0.0065558 0.00910397 8.34501
1.054 -0.17833 -0.0754094 -0.432738 -0.00656195 0.00914825 8.34511
1.055 -0.1776 -0.074601 -0.432593 -0.0065678 0.00919221 8.34515
1.056 -0.176868 -0.0737948 -0.432447 -0.00657332 0.00923588 8.34514
1.057 -0.176135 -0.0729853 -0.432302 -0.00657852 0.00927926 8.34509
1.058 -0.175403 -0.0721784 -0.432155 -0.00658341 0.00932237 8.345
1.059 -0.174671 -0.0713715 -0.43201 -0.00658797 0.00936521 8.34487
1.06 -0.173938 -0.070564 -0.431862 -0.00659221 0.00940779 8.34471
1.061 -0.173206 -0.0697574 -0.431713 -0.00659614 0.00945011 8.34452
1.062 -0.172469 -0.0689503 -0.431566 -0.00659974 0.00949218 8.34431
1.063 -0.171728 -0.0681502 -0.431417 -0.00660304 0.00953399 8.34408
1.064 -0.170987 -0.0673487 -0.431269 -0.00660604 0.00957555 8.34383
1.065 -0.170242 -0.0665483 -0.43112 -0.00660874 0.00961686 8.34357
1.066 -0.169496 -0.065753 -0.43097 -0.00661115 0.0096579 8.34329
1.067 -0.168746 -0.0649613 -0.43082 -0.00661329 0.00969868 8.343
1.068 -0.167996 -0.0641715 -0.430669 -0.00661445 0.00973877 8.34226
1.069 -0.167244 -0.0633857 -0.430517 -0.00661604 0.00977949 8.34283
1.07 -0.166487 -0.0626035 -0.430364 -0.00661735 0.00981988 8.3433
1.071 -0.165729 -0.0618233 -0.430211 -0.00661841 0.00985992 8.34368
1.072 -0.164963 -0.0610499 -0.430059 -0.00661924 0.0098996 8.34399
1.073 -0.164195 -0.0602779 -0.429904 -0.00661985 0.00993892 8.34423
1.074 -0.163427 -0.0595117 -0.429747 -0.00662026 0.00997787 8.3444
1.075 -0.162655 -0.0587473 -0.429589 -0.00662048 0.0100165 8.34451
1.076 -0.16188 -0.0579859 -0.429433 -0.00662053 0.0100546 8.34457
1.077 -0.161103 -0.0572271 -0.429277 -0.00662042 0.0100924 8.34459
1.078 -0.160323 -0.0564718 -0.42912 -0.00662017 0.0101298 8.34457
1.079 -0.159541 -0.0557201 -0.428964 -0.00661979 0.0101668 8.34451
1.08 -0.158757 -0.0549687 -0.428807 -0.00661929 0.0102034 8.34443
1.081 -0.157972 -0.05422 -0.428648 -0.00661868 0.0102396 8.34431
1.082 -0.157186 -0.0534714 -0.428488 -0.00661797 0.0102754 8.34417
1.083 -0.156399 -0.0527256 -0.428329 -0.00661717 0.0103107 8.34401
1.084 -0.155612 -0.0519799 -0.428167 -0.00661628 0.0103457 8.34383
1.085 -0.154824 -0.051234 -0.428008 -0.00661531 0.0103802 8.34363
1.086 -0.154037 -0.0504866 -0.427846 -0.00661426 0.0104143 8.34342
1.087 -0.153247 -0.0497421 -0.427687 -0.00661226 0.0104472 8.34266
1.088 -0.152464 -0.0489989 -0.427523 -0.00661097 0.0104809 8.34339
1.089 -0.151681 -0.0482555 -0.42736 -0.00660956 0.010514 8.34402
1.09 -0.150899 -0.0475156 -0.427194 -0.00660805 0.0105468 8.34456
1.091 -0.150119 -0.0467726 -0.42703 -0.00660642 0.0105791 8.34501
1.092 -0.149343 -0.0460302 -0.426862 -0.00660468 0.0106109 8.34538
1.093 -0.148565 -0.0452846 -0.426697 -0.00660283 0.0106423 8.34568
1.094 -0.14779 -0.0445409 -0.426531 -0.00660085 0.0106734 8.34593
1.095 -0.147018 -0.0437962 -0.426364 -0.00659875 0.010704 8.34611
1.096 -0.146249 -0.0430497 -0.426194 -0.0065965 0.0107342 8.34625
1.097 -0.145482 -0.0423006 -0.426027 -0.00659412 0.0107641 8.34633
1.098 -0.144717 -0.0415498 -0.425859 -0.00659158 0.0107937 8.34638
1.099 -0.143954 -0.0407999 -0.425689 -0.00658889 0.0108228 8.3464
1.1 -0.143193 -0.0400486 -0.425519 -0.00658603 0.0108517 8.34638
1.101 -0.142434 -0.0392995 -0.42535 -0.00658299 0.0108803 8.34633
1.102 -0.141675 -0.0385463 -0.42518 -0.00657977 0.0109085 8.34626
1.103 -0.14092 -0.0377936 -0.425011 -0.00657636 0.0109365 8.34617
1.104 -0.140167 -0.0370432 -0.424841 -0.00657275 0.0109642 8.34605
1.105 -0.139416 -0.0362911 -0.42467 -0.00656894 0.0109917 8.34592
1.106 -0.13867 -0.0355407 -0.424497 -0.00656397 0.0110181 8.34535
1.107 -0.137925 -0.0347913 -0.424326 -0.00655954 0.0110455 8.34623
1.108 -0.137179 -0.0340425 -0.424151 -0.00655487 0.0110725 8.347
1.109 -0.136432 -0.0332967 -0.423978 -0.00654995 0.0110993 8.34767
1.11 -0.135688 -0.032555 -0.4238 -0.00654479 0.0111258 8.34825
1.111 -0.134945 -0.0318137 -0.423625 -0.00653939 0.0111521 8.34875
1.112 -0.134205 -0.0310761 -0.423447 -0.00653375 0.011178 8.34917
1.113 -0.133463 -0.0303411 -0.423269 -0.00652787 0.0112038 8.34953
1.114 -0.132722 -0.0296099 -0.423093 -0.00652177 0.0112292 8.34982
1.115 -0.131982 -0.028879 -0.422917 -0.00651545 0.0112544 8.35006
1.116 -0.131241 -0.0281517 -0.422738 -0.00650891 0.0112794 8.35025
1.117 -0.130498 -0.0274277 -0.422559 -0.00650217 0.0113041 8.3504
1.118 -0.129757 -0.0267068 -0.422382 -0.00649523 0.0113286 8.35051
1.119 -0.129012 -0.0259896 -0.422204 -0.0064881 0.0113528 8.35058
1.122 -0.126777 -0.0238616 -0.421666 -0.0064657 0.011424 8.35061
1.123 -0.12603 -0.0231585 -0.421486 -0.00645793 0.0114472 8.35057
1.124 -0.125281 -0.0224588 -0.421306 -0.00645002 0.0114702 8.35052
1.125 -0.124531 -0.0217614 -0.421125 -0.00644199 0.0114929 8.35044
1.126 -0.123781 -0.0210664 -0.420943 -0.00643385 0.0115153 8.35035
1.127 -0.123032 -0.0203765 -0.420762 -0.00642459 0.0115369 8.35015
1.128 -0.122283 -0.0196901 -0.420581 -0.00641591 0.0115594 8.35125
1.129 -0.121532 -0.0190102 -0.420398 -0.00640712 0.0115816 8.35223
1.13 -0.120782 -0.0183343 -0.420215 -0.00639822 0.0116033 8.35309
1.131 -0.120033 -0.0176616 -0.420032 -0.00638924 0.0116247 8.35385
1.132 -0.119284 -0.016989 -0.419847 -0.00638017 0.0116456 8.35452
1.133 -0.118534 -0.0163237 -0.419663 -0.00637102 0.0116662 8.35511
1.134 -0.117786 -0.0156621 -0.419478 -0.00636182 0.0116864 8.35562
1.135 -0.117039 -0.015002 -0.419293 -0.00635255 0.0117063 8.35606
1.136 -0.116293 -0.014343 -0.419107 -0.00634323 0.0117258 8.35644
1.137 -0.115547 -0.013684 -0.418918 -0.00633386 0.0117449 8.35676
1.138 -0.114807 -0.0130299 -0.41873 -0.00632444 0.0117636 8.35703
1.139 -0.114066 -0.0123751 -0.418541 -0.00631498 0.0117821 8.35726
1.14 -0.113329 -0.0117218 -0.418351 -0.00630547 0.0118001 8.35744
1.141 -0.112589 -0.0110681 -0.418163 -0.00629591 0.0118179 8.35758
1.142 -0.111855 -0.010417 -0.417973 -0.0062863 0.0118353 8.35769
1.143 -0.111122 -0.00976669 -0.417784 -0.00627664 0.0118523 8.35778
1.144 -0.110389 -0.00911578 -0.417597 -0.00626693 0.0118691 8.35783
1.145 -0.109661 -0.00846709 -0.417408 -0.00625715 0.0118856 8.35786
1.146 -0.108936 -0.00782027 -0.417216 -0.00624634 0.0119011 8.35775
1.147 -0.108217 -0.00717474 -0.417027 -0.0062361 0.0119175 8.35891
1.148 -0.107502 -0.00652906 -0.416835 -0.00622576 0.0119336 8.35995
1.149 -0.10679 -0.00588589 -0.416644 -0.00621531 0.0119493 8.36088
1.15 -0.106081 -0.00524367 -0.416452 -0.00620474 0.0119647 8.36171
1.151 -0.105375 -0.00460507 -0.41626 -0.00619407 0.0119798 8.36244
1.152 -0.104672 -0.00396338 -0.416067 -0.00618328 0.0119946 8.36309
1.153 -0.103972 -0.00332679 -0.415874 -0.00617237 0.0120091 8.36366
1.154 -0.103275 -0.00269194 -0.415678 -0.00616133 0.0120233 8.36416
1.155 -0.102582 -0.00205688 -0.415481 -0.00615016 0.0120373 8.3646
1.156 -0.101892 -0.0014241 -0.415287 -0.00613887 0.012051 8.36499
1.157 -0.101203 -0.000789855 -0.415093 -0.00612744 0.0120645 8.36531
1.158 -0.100518 -0.000159648 -0.414897 -0.00611588 0.0120778 8.3656
1.159 -0.0998345 0.000470018 -0.414701 -0.00610418 0.0120908 8.36584
1.16 -0.0991512 0.00109519 -0.414503 -0.00609235 0.0121037 8.36604
1.161 -0.0984696 0.00171967 -0.414305 -0.00608038 0.0121164 8.3662
1.162 -0.0977922 0.0023417 -0.414109 -0.00606828 0.0121289 8.36633
1.163 -0.0971132 0.00296382 -0.413911 -0.00605605 0.0121412 8.36644
1.164 -0.0964373 0.0035841 -0.413715 -0.00604369 0.0121533 8.36652
1.165 -0.0957607 0.00419857 -0.413517 -0.0060312 0.0121653 8.36658
1.166 -0.0950862 0.00480864 -0.413317 -0.00601818 0.0121778 8.36787
1.167 -0.0944118 0.00541658 -0.413118 -0.006005 0.0121901 8.36903
1.168 -0.0937419 0.00601784 -0.412919 -0.00599169 0.0122021 8.37008
1.169 -0.093073 0.00661351 -0.412719 -0.00597825 0.0122138 8.37102
1.17 -0.0924037 0.00720475 -0.412517 -0.00596469 0.0122253 8.37186
1.171 -0.091736 0.00779374 -0.412318 -0.00595102 0.0122365 8.37261
1.172 -0.0910692 0.0083767 -0.412115 -0.00593724 0.0122475 8.37328
1.173 -0.0904028 0.00895544 -0.411915 -0.00592337 0.0122582 8.37387
1.174 -0.0897367 0.0095309 -0.41171 -0.00590941 0.0122687 8.3744
1.175 -0.0890723 0.0101026 -0.411507 -0.00589538 0.012279 8.37487
1.176 -0.0884087 0.0106695 -0.411305 -0.00588129 0.012289 8.37527
1.177 -0.0877435 0.0112337 -0.4111 -0.00586713 0.0122988 8.37563
1.178 -0.0870785 0.0117951 -0.410896 -0.00585292 0.0123083 8.37594
1.179 -0.0864148 0.0123525 -0.410693 -0.00583867 0.0123176 8.37621
1.18 -0.0857544 0.0129056 -0.410489 -0.00582439 0.0123267 8.37645
1.181 -0.0850939 0.0134571 -0.410284 -0.00581007 0.0123355 8.37664
1.182 -0.0844329 0.0140061 -0.410081 -0.00579574 0.012344 8.37681
1.183 -0.0837731 0.0145504 -0.409874 -0.00578138 0.0123524 8.37695
1.184 -0.0831194 0.0150883 -0.40967 -0.00576603 0.0123601 8.37722
1.185 -0.0824665 0.0156245 -0.409465 -0.00575068 0.0123675 8.37743
1.186 -0.0818151 0.0161551 -0.409258 -0.00573584 0.0123758 8.37874
1.187 -0.0811657 0.0166826 -0.409049 -0.00572097 0.0123837 8.37994
1.188 -0.0805207 0.0172079 -0.408842 -0.00570607 0.0123913 8.38102
1.189 -0.0798768 0.0177304 -0.408634 -0.00569115 0.0123986 8.38199
1.19 -0.079236 0.0182501 -0.408426 -0.00567622 0.0124055 8.38287
1.191 -0.078599 0.0187652 -0.408217 -0.00566127 0.0124122 8.38367
1.192 -0.0779647 0.019279 -0.408007 -0.00564631 0.0124185 8.38438
1.193 -0.0773315 0.0197927 -0.407797 -0.00563133 0.0124245 8.38502
1.194 -0.0767019 0.0203023 -0.407586 -0.00561634 0.0124303 8.38559
1.195 -0.0760749 0.0208132 -0.407375 -0.00560133 0.0124358 8.3861
1.196 -0.0754545 0.0213168 -0.407165 -0.0055863 0.0124411 8.38656
1.197 -0.0748371 0.0218232 -0.406954 -0.00557125 0.0124461 8.38697
1.198 -0.0742205 0.0223264 -0.40674 -0.00555619 0.0124508 8.38733
1.199 -0.073607 0.0228266 -0.406531 -0.00554109 0.0124553 8.38764
1.2 -0.0729957 0.0233281 -0.40632 -0.00552597 0.0124596 8.38792
1.201 -0.0723895 0.0238283 -0.406108 -0.00551082 0.0124637 8.38817
1.202 -0.0717856 0.024328 -0.405896 -0.00549563 0.0124677 8.38838
1.203 -0.0711873 0.0248272 -0.405683 -0.00547942 0.0124709 8.38871
1.204 -0.0705933 0.0253191 -0.405468 -0.00546359 0.0124751 8.39027
1.205 -0.0700064 0.0258071 -0.405255 -0.0054477 0.0124789 8.39169
1.206 -0.0694216 0.0262896 -0.405042 -0.00543176 0.0124826 8.39297
1.207 -0.0688405 0.0267704 -0.404828 -0.00541575 0.012486 8.39414
1.208 -0.0682625 0.0272509 -0.404613 -0.00539969 0.0124891 8.3952
1.209 -0.0676865 0.027726 -0.404398 -0.00538356 0.0124921 8.39615
1.21 -0.0671141 0.0281984 -0.404181 -0.00536738 0.0124949 8.39702
1.211 -0.066547 0.0286664 -0.403965 -0.00535114 0.0124974 8.3978
1.212 -0.0659816 0.0291341 -0.403748 -0.00533484 0.0124998 8.3985
1.213 -0.0654195 0.0295976 -0.403532 -0.00531849 0.0125021 8.39913
1.214 -0.0648613 0.0300576 -0.403315 -0.00530208 0.0125042 8.3997
1.215 -0.0643038 0.0305161 -0.403098 -0.00528562 0.0125061 8.40021
1.216 -0.0637531 0.0309704 -0.40288 -0.00526912 0.0125079 8.40067
1.217 -0.0632001 0.031423 -0.402663 -0.00525256 0.0125096 8.40108
1.218 -0.0626499 0.0318715 -0.402444 -0.00523597 0.0125111 8.40144
1.219 -0.0620987 0.0323169 -0.402226 -0.00521933 0.0125126 8.40176
1.22 -0.0615498 0.0327607 -0.402007 -0.00520266 0.0125138 8.40205
1.221 -0.061004 0.0332007 -0.401788 -0.00518596 0.012515 8.4023
1.222 -0.0604582 0.0336337 -0.401569 -0.00516827 0.0125158 8.40273
1.223 -0.0599158 0.034063 -0.401348 -0.00515087 0.0125175 8.40439
1.224 -0.0593748 0.0344867 -0.401126 -0.00513345 0.0125189 8.4059
1.226 -0.0582997 0.0353191 -0.400684 -0.00509854 0.012521 8.40852
1.227 -0.0577651 0.0357265 -0.400462 -0.00508107 0.0125218 8.40966
1.228 -0.0572319 0.0361283 -0.40024 -0.00506359 0.0125224 8.41069
