t wx wy wz ax ay az
0.217 0.00650286 -0.0176641 0.00809111 -0.167829 -0.143857 9.90917
0.218 -0.0171799 0.0145462 -0.00144311 -0.344046 -0.0175694 9.92802
0.219 0.00333562 0.00475849 0.0250468 -0.208302 -0.141306 9.94935
0.22 0.00919621 0.00654142 -0.00299172 -0.0456483 -0.303796 9.85007
0.221 0.00567225 -0.0148851 0.00263658 -0.185759 -0.106571 9.83181
0.222 -0.00458814 -0.0035147 -0.00994459 -0.335925 -0.250999 9.64914
0.223 0.00595075 0.0148504 -0.013144 -0.215318 -0.0893846 10.0063
0.224 0.00106068 0.0174164 0.00068061 -0.329251 -0.043537 9.54442
0.225 -0.0172741 0.0144443 0.0128028 -0.29027 -0.200417 9.91281
0.226 0.00531874 0.0316598 -0.00417523 -0.276273 -0.103356 10.0212
0.227 -0.00444037 -0.00670756 0.00511794 -0.319719 -0.299215 9.92151
0.228 -0.0138031 -0.0110155 -0.00993069 -0.0217585 -0.0975291 9.97449
0.229 0.00497312 0.0183884 0.00893927 -0.272908 -0.0541168 10.011
0.23 0.0117901 0.0100147 0.00868126 -0.106244 -0.151322 9.73871
0.233 -0.00555928 -0.000278634 -0.00402694 -0.314408 -0.176249 10.0286
0.235 -0.00684756 0.00307035 0.0005213 -0.491649 -0.301306 9.93029
0.236 0.0195897 0.00972267 0.00482687 -0.143009 0.0316711 9.73464
0.237 0.005217 0.010995 0.0053467 -0.202735 -0.319621 9.84427
0.238 -0.00803436 0.00843734 -0.00122338 -0.166977 -0.224165 9.73535
0.239 0.0116643 0.00349723 0.00107489 -0.303993 -0.129823 9.98629
0.24 0.0221981 -0.0066516 0.00927736 -0.159525 -0.0901532 9.78616
0.241 0.0120989 -0.00271223 0.00985515 -0.18856 -0.0888948 9.89321
0.242 0.00550818 0.00746546 -0.0104988 -0.341603 -0.114764 9.90468
0.248 0.00187585 -8.0702e-05 0.000539462 -0.0445792 -0.152625 9.84747
0.249 -0.00441831 -0.00995411 0.0202872 -0.324027 -0.22298 9.89006
0.25 -0.000260821 -0.00162803 -0.00188637 -0.274868 -0.17553 9.90927
0.251 0.0039672 0.00964453 -0.00722572 -0.325511 -0.105143 9.73687
0.252 -0.00250611 0.00527924 -0.0113348 -0.244221 -0.331504 9.85168
0.253 -0.0224995 0.020078 0.00879955 -0.103897 -0.399685 10.0314
0.254 -0.0110655 0.0079844 -0.022326 -0.104601 -0.265773 9.76944
0.255 0.00403665 -0.0080984 0.0203019 -0.353106 -0.211684 9.8455
0.256 -0.00186988 0.00245178 0.0118966 -0.115924 -0.246 9.75409
0.257 -0.00617514 -0.00799025 0.000985855 -0.0919105 -0.349854 10.0097
0.258 -0.00190653 0.0154421 -0.00658907 -0.257101 -0.429451 9.77887
0.259 -0.0013935 0.00905369 0.0154544 -0.230264 -0.111074 9.92913
0.26 0.000721494 0.00448067 0.00408876 -0.274454 -0.339469 9.78423
0.261 0.0121134 -0.000650208 0.00026035 -0.262803 -0.202308 9.81148
0.262 0.00432831 -0.00148585 0.00878076 -0.190044 -0.370995 9.95543
0.263 0.0126974 0.000841091 0.00589668 -0.180918 -0.177029 9.66219
0.264 -0.00417531 -0.0021772 -0.0122616 -0.116477 -0.122641 9.90433
0.265 -0.0104325 0.00592313 -0.00285007 -0.204055 -0.189678 9.8148
0.266 0.0110055 -0.00136462 -0.00911626 -0.185765 -0.184503 9.88035
0.267 -0.00346837 0.0240176 -0.0052291 -0.140783 0.0491898 9.76859
0.268 0.0119009 0.00387551 0.00302574 -0.176401 -0.452743 9.96731
0.269 -0.00334895 0.0116918 -0.0111233 -0.144751 -0.343658 9.77705
0.27 -0.00162393 0.00434417 -0.00176841 -0.138541 -0.216352 10.0322
0.271 -0.00904478 0.0171363 -0.00823187 -0.494889 -0.23114 9.95184
0.272 0.0154677 0.0187961 0.00345271 -0.213911 -0.304597 9.58138
0.273 -0.0168383 0.0054701 0.01036 -0.418675 -0.119045 9.76947
0.274 -0.0164098 -0.00972213 0.0193079 -0.131069 -0.159348 9.74599
0.275 0.0108784 0.000286303 -0.0225442 -0.306753 -0.23625 9.81961
0.276 -0.00280633 0.0134837 -0.0268015 -0.247704 -0.0579047 9.9434
0.277 0.0045641 0.00706292 0.00209957 -0.370238 -0.146984 9.9119
0.278 -7.11472e-05 -0.0141689 0.00420044 -0.385646 -0.306887 9.55007
0.279 0.0135822 0.00754185 -0.0108385 -0.20011 -0.0704826 9.73777
0.28 -0.00414526 -0.00450508 0.0124517 -0.282827 0.220216 9.90298
0.281 0.000650262 0.00201053 -0.00182922 -0.353683 -0.484555 9.90339
0.282 0.0135994 0.00424118 -0.0028451 -0.402011 -0.282928 10.0174
0.283 -0.0159679 -0.00452222 -0.0113811 -0.134633 -0.366723 9.82041
0.284 0.00588431 -0.013888 -0.00242678 -0.392362 -0.106549 10.1242
0.285 0.00528443 -0.00314199 -0.00692844 -0.0616291 -0.345064 10.0794
0.286 0.0162847 0.0126406 0.0084971 -0.077068 -0.0140791 9.93823
0.287 -0.0219005 0.00429503 0.0118375 -0.294938 -0.332201 9.98298
0.288 0.0128489 0.00944906 -0.005212 -0.115403 -0.0649692 9.61278
0.289 -0.0435845 0.0146304 0.00210073 -0.160642 -0.274783 9.96911
0.29 0.00516786 0.00741394 0.00769969 -0.156127 -0.179098 9.94425
0.291 -0.00464279 -0.00689803 -0.000341897 -0.453604 -0.0359865 9.94314
0.292 -0.0121474 -0.000750909 0.0142612 -0.0562266 -0.228946 9.94827
0.293 0.000887412 0.00509451 -0.00644992 -0.240702 -0.138798 9.90488
0.294 0.00154143 0.00286872 0.00189509 -0.276935 -0.100839 9.91006
0.295 -0.0184982 0.0174498 -0.00276137 -0.107224 -0.193684 9.84447
0.296 0.0117333 0.00614774 0.0071345 -0.217464 -0.0154719 9.92058
0.297 0.00309502 0.00593008 0.00740246 -0.342718 -0.10543 9.78532
0.298 -0.0055771 0.0145366 -0.0228705 -0.325246 -0.291061 10.0476
0.299 0.0104342 -0.000432677 -0.000749374 -0.445517 -0.271303 9.71013
0.3 0.00129911 0.00162774 0.00715965 -0.212632 -0.260311 9.84845
0.301 0.00783617 0.00307512 0.00258918 -0.30171 -0.3686 9.95213
0.302 -0.00895015 0.0131839 -0.0118572 -0.32246 -0.0875009 9.89457
0.303 0.00182406 0.00563974 0.00320413 -0.0727106 0.060467 9.80269
0.304 -0.000134351 0.00378829 0.0158176 -0.422926 -0.107099 9.81988
0.305 0.00174517 0.0148728 0.0148402 -0.272596 -0.066959 10.0065
0.306 -0.00595243 0.0279174 -0.00176544 -0.320432 0.0740703 9.8159
0.307 -0.0098966 0.0101298 0.0235909 -0.21089 -0.165071 9.93397
0.308 -0.00249578 0.00639512 0.0143996 -0.0302236 -0.0455333 9.94269
0.309 0.00713238 0.0106653 0.00540076 -0.117325 0.00838764 9.98536
0.31 0.00181864 0.0102152 0.00619935 -0.465788 -0.325298 9.80322
0.311 -0.00418232 -0.00466846 -0.00188091 -0.242218 -0.118357 10.1549
0.312 0.0161488 0.00534987 0.013699 -0.359467 -0.245315 9.76914
0.313 0.00610398 0.00508569 0.00408795 -0.276327 -0.184012 9.75894
0.314 -0.00784977 -0.00132192 0.0170039 -0.290439 -0.0656752 9.59667
0.315 -8.15831e-05 -0.0103651 0.0151697 -0.206073 -0.119778 10.0924
0.316 0.00370639 -0.00207371 -0.00118297 -0.173967 -0.231525 9.69937
0.317 -0.0094516 0.00890907 0.00168738 -0.162677 -0.0574533 9.83675
0.318 0.0200821 0.0160025 0.00258799 -0.304482 -0.379507 9.80499
0.319 0.0190137 0.00641398 3.74656e-05 -0.415356 -0.214657 10.0961
0.32 0.00345327 0.00760223 0.00882453 -0.110407 -0.345927 10.0212
0.321 0.000521484 0.0166451 0.00552956 -0.0843465 -0.163164 9.84287
0.322 -0.0180667 0.00879985 0.0218571 -0.193394 -0.106141 9.66693
0.323 0.0119154 0.0165304 0.00317081 -0.148767 -0.0580871 9.77106
0.324 -0.0202312 0.00805724 0.00378147 -0.251749 -0.207006 9.92232
0.325 -0.0103462 7.59606e-05 -0.0150466 -0.352727 -0.160756 9.789
0.326 0.00520025 -0.0019485 0.00700927 -0.191142 -0.196616 9.81703
0.327 0.00057686 -0.000506995 -0.0131089 -0.315034 -0.239534 9.68657
0.328 -0.0160743 0.0133554 -0.0139536 -0.161277 0.00365028 9.86751
0.329 -0.0188613 0.00865035 -0.00343806 -0.287118 -0.28082 10.0906
0.33 -0.00260132 0.0021458 -0.0130005 -0.411143 -0.255924 9.82765
0.331 -0.0117453 0.0155422 0.00587518 -0.126142 -0.148401 10.0036
0.332 -0.0131876 -0.0153914 -0.0108309 -0.320922 -0.0331416 10.0778
0.333 0.0136151 0.00450621 -0.00617585 -0.026962 -0.260176 9.99971
0.334 -0.0120792 0.0117037 -0.00383322 -0.438218 -0.0360557 9.83945
0.335 -0.00174271 0.00899338 0.00613197 -0.389689 -0.055188 9.94978
0.336 0.0122556 0.0125122 -0.00394871 -0.231242 0.167992 9.67067
0.337 -0.00726852 0.0147895 0.00470493 -0.180741 0.0426614 10.0454
0.338 -0.00448615 -0.00579462 0.00270451 -0.306328 -0.379901 10.073
0.339 0.00737984 -0.00601567 -0.0089475 -0.316987 -0.072709 9.65934
0.34 0.00573049 0.013477 -0.0231401 -0.178644 -0.33655 9.84133
0.341 0.00316183 0.00482838 0.0128927 -0.281876 -0.261335 9.83351
0.342 0.00102451 0.012918 -0.00493876 -0.162267 -0.187154 10.023
0.343 0.00196047 -0.0187122 0.00492555 -0.0973823 -0.126036 10.0506
0.344 0.00401584 0.0144769 0.00440383 -0.359592 -0.0959467 9.97134
0.345 0.00289346 0.010189 -0.00854061 -0.241598 -0.131596 9.79619
0.346 -0.00378997 0.0187154 0.0150582 -0.218864 -0.139625 9.9519
0.347 -0.00253974 0.00520722 -0.00116826 -0.339999 -0.30328 9.92816
0.348 0.0148436 0.00282836 -0.0159556 -0.470234 -0.0997669 9.87415
0.35 0.00704193 0.00515325 -0.0114317 -0.253569 -0.231743 9.76874
0.351 0.0218366 0.0105627 0.0165677 -0.256355 -0.260582 9.95201
0.352 -0.0118691 0.0261193 -0.00122425 -0.349082 -0.101152 9.81107
0.354 -0.0139537 0.0256431 0.0117787 -0.0193593 -0.0970669 9.93487
0.355 -0.00645117 0.00151248 -0.00456915 -0.237771 -0.290347 9.61722
0.356 0.0158852 0.00576516 0.00582122 -0.187636 -0.200547 9.95691
