t x y z yaw pitch roll vx vy vz wx wy wz
1.51 -4.00001 -4 2 0.75 -4.85544e-10 -1.75962e-09 -1.68401e-09 4.00945e-09 -1.43431e-08 1.44125e-07 1.20581e-07 2.54659e-10
1.52 -4.00001 -4 2 0.75 -5.83901e-10 1.58923e-10 -1.78187e-09 4.03848e-09 -1.28054e-08 1.45499e-07 1.22218e-07 2.13138e-10
1.53 -4.00001 -4 2 0.75 -6.8314e-10 1.92073e-09 -1.74728e-09 3.91598e-09 -1.31142e-08 1.25064e-07 1.02672e-07 2.34563e-10
1.54 -4.00001 -4 2 0.75 -7.71993e-10 3.17441e-09 -1.62368e-09 3.69587e-09 -1.46189e-08 9.4281e-08 7.44648e-08 2.58603e-10
1.55 -4.00001 -4 2 0.75 -8.79376e-10 4.1174e-09 -1.40453e-09 3.32881e-09 -1.75967e-08 4.74174e-08 3.08934e-08 2.57232e-10
1.563 -4.00001 -4 2 0.75 -9.75187e-10 4.31398e-09 -1.12307e-09 2.86712e-09 -2.06564e-08 -7.15284e-09 -1.26277e-08 -1.74568e-10
1.57 -4.00001 -4 2 0.75 -9.7442e-10 4.07984e-09 -9.66884e-10 2.59648e-09 -2.15684e-08 -3.75348e-08 -2.97513e-08 -6.53979e-10
1.58 -4.00001 -4 2 0.75 -8.46141e-10 3.27298e-09 -7.40353e-10 2.20893e-09 -2.18215e-08 -7.84642e-08 -4.91732e-08 -1.42008e-09
1.59 -4.00001 -4 2 0.75 -6.32108e-10 2.25326e-09 -5.93922e-10 1.94244e-09 -1.97837e-08 -9.58521e-08 -5.67671e-08 -1.75484e-09
1.6 -4.00001 -4 2 0.75 -3.78352e-10 1.12983e-09 -5.118e-10 1.7745e-09 -1.72592e-08 -9.94401e-08 -5.68481e-08 -1.97022e-09
1.61 -4.00001 -4 2 0.75 -1.3753e-10 2.20629e-10 -4.85392e-10 1.71417e-09 -1.67761e-08 -8.40731e-08 -4.12271e-08 -2.1679e-09
1.62 -4.00001 -4 2 0.75 1.54666e-10 -5.13939e-10 -5.01661e-10 1.73054e-09 -1.74358e-08 -5.17565e-08 -1.46744e-08 -2.39987e-09
1.63 -4.00001 -4 2 0.75 3.48803e-10 -7.97099e-10 -5.14512e-10 1.79543e-09 -1.76026e-08 -1.9173e-08 2.26365e-09 -2.95163e-09
1.64 -4.00001 -4 2 0.75 4.31938e-10 -7.72718e-10 -5.36639e-10 1.87458e-09 -1.69079e-08 5.21084e-09 1.26132e-08 -3.47931e-09
1.65 -4.00001 -4 2 0.75 4.59184e-10 -5.67719e-10 -5.51803e-10 1.95531e-09 -1.44366e-08 1.80441e-08 1.80061e-08 -3.82893e-09
1.66 -4.00001 -4 2 0.75 4.56687e-10 -2.71176e-10 -5.45318e-10 2.01908e-09 -1.11178e-08 2.42515e-08 2.12828e-08 -4.03545e-09
1.67 -4.00001 -4 2 0.75 4.38513e-10 1.03945e-10 -5.13162e-10 2.05771e-09 -7.03613e-09 2.73708e-08 2.22697e-08 -4.0874e-09
1.68 -4.00001 -4 2 0.75 4.16882e-10 4.2705e-10 -4.55115e-10 2.06074e-09 -3.54653e-09 2.82351e-08 2.30372e-08 -4.07022e-09
1.693 -4.00001 -4 2 0.75 3.8198e-10 9.43002e-10 -3.50881e-10 2.02753e-09 1.99207e-09 2.89492e-08 2.35167e-08 -4.08279e-09
1.7 -4.00001 -4 2 0.75 3.62876e-10 1.20129e-09 -2.79972e-10 1.99218e-09 4.61367e-09 2.86401e-08 2.23672e-08 -4.14878e-09
1.71 -4.00001 -4 2 0.75 3.12807e-10 1.48565e-09 -1.72698e-10 1.9244e-09 7.00036e-09 2.49419e-08 1.20496e-08 -3.88085e-09
1.72 -4.00001 -4 2 0.75 1.57177e-10 1.65045e-09 -1.8094e-11 1.80984e-09 8.78372e-09 1.64639e-08 -1.1729e-08 -3.20205e-09
1.73 -4.00001 -4 2 0.75 -7.73859e-11 1.57152e-09 1.02299e-10 1.70004e-09 9.61121e-09 7.11179e-09 -3.63911e-08 -2.48753e-09
1.74 -4.00001 -4 2 0.75 -4.74616e-10 1.21267e-09 1.92773e-10 1.57444e-09 1.00839e-08 -4.49239e-09 -6.80058e-08 -1.60672e-09
1.75 -4.00001 -4 2 0.75 -1.06466e-09 5.16022e-10 2.13568e-10 1.4452e-09 1.07071e-08 -1.17314e-08 -8.81743e-08 -8.01771e-10
1.76 -4.00001 -4 2 0.75 -1.61749e-09 -1.39068e-10 1.34516e-10 1.34083e-09 1.15377e-08 -7.97585e-09 -7.9939e-08 -3.22191e-11
1.771 -4.00001 -4 2 0.75 -2.10106e-09 -6.30185e-10 -1.13142e-11 1.24034e-09 1.21976e-08 1.5929e-09 -5.79815e-08 8.36224e-10
1.78 -4.00001 -4 2 0.75 -2.46361e-09 -8.53814e-10 -2.26727e-10 1.14282e-09 1.25778e-08 1.41153e-08 -2.771e-08 1.73955e-09
1.79 -4.00001 -4 2 0.75 -2.65868e-09 -7.94118e-10 -4.7637e-10 1.03157e-09 1.17245e-08 1.86457e-08 3.90982e-09 2.39651e-09
1.8 -4.00001 -4 2 0.75 -2.61457e-09 -5.28134e-10 -7.18485e-10 9.02774e-10 9.52467e-09 1.34385e-08 3.55081e-08 2.75828e-09
1.81 -4.00001 -4 2 0.75 -2.30813e-09 -1.78226e-10 -9.25925e-10 7.55715e-10 7.87523e-09 -4.55704e-09 5.15575e-08 2.69291e-09
1.82 -4.00001 -4 2 0.75 -1.79096e-09 3.57956e-11 -1.06236e-09 6.04722e-10 7.22766e-09 -3.19072e-08 5.16656e-08 2.23426e-09
1.83 -4.00001 -4 2 0.75 -1.23911e-09 7.50376e-11 -1.15296e-09 5.02069e-10 6.54439e-09 -4.1404e-08 4.38483e-08 1.97241e-09
1.841 -4.00001 -4 2 0.75 -6.16463e-10 1.55069e-11 -1.2213e-09 4.22814e-10 4.55083e-09 -3.44565e-08 2.57393e-08 1.71409e-09
1.85 -4.00001 -4 2 0.75 -3.40124e-10 -6.38555e-11 -1.24475e-09 3.98705e-10 2.23704e-09 -2.10825e-08 8.48795e-09 1.62412e-09
1.861 -4.00001 -4 2 0.75 -2.86413e-10 -1.65041e-10 -1.2598e-09 3.89582e-10 -2.93877e-10 -3.08112e-09 -1.12095e-08 1.57961e-09
1.87 -4.00001 -4 2 0.75 -4.09127e-10 -2.50018e-10 -1.27416e-09 3.79986e-10 1.92151e-10 5.85276e-09 -1.96623e-08 1.56768e-09
1.883 -4.00001 -4 2 0.75 -7.32973e-10 -3.63531e-10 -1.35255e-09 3.59662e-10 3.46305e-09 1.31644e-08 -2.17705e-08 1.6115e-09
1.89 -4.00001 -4 2 0.75 -8.75798e-10 -3.68337e-10 -1.39971e-09 3.46596e-10 4.64871e-09 1.76964e-08 -1.43744e-08 1.71851e-09
1.901 -4.00001 -4 2 0.75 -1.07052e-09 -1.94467e-10 -1.50211e-09 3.03942e-10 6.1811e-09 2.90149e-08 9.49505e-09 2.29682e-09
1.911 -4.00001 -4 2 0.75 -1.13738e-09 2.03914e-10 -1.57605e-09 2.30127e-10 7.2388e-09 3.45594e-08 3.00402e-08 2.79105e-09
1.92 -4.00001 -4 2 0.75 -1.08565e-09 6.43757e-10 -1.62043e-09 1.19465e-10 8.32866e-09 2.17227e-08 3.49535e-08 2.64385e-09
1.93 -4.00001 -4 2 0.75 -9.20076e-10 9.07181e-10 -1.63593e-09 -1.37343e-11 8.28182e-09 -5.29032e-09 2.32466e-08 2.30588e-09
1.94 -4.00001 -4 2 0.75 -6.77221e-10 7.84981e-10 -1.62132e-09 -1.42244e-10 6.71105e-09 -4.32194e-08 -3.43652e-09 1.9316e-09
1.95 -4.00001 -4 2 0.75 -3.98132e-10 2.32022e-10 -1.61311e-09 -2.28004e-10 5.53395e-09 -6.71079e-08 -2.52439e-08 1.58767e-09
1.96 -4.00001 -4 2 0.75 -1.61587e-10 -4.51776e-10 -1.61714e-09 -2.47623e-10 5.5495e-09 -6.24612e-08 -3.04938e-08 1.07514e-09
1.97 -4.00001 -4 2 0.75 1.47312e-12 -9.93266e-10 -1.66658e-09 -1.97574e-10 4.83548e-09 -3.86207e-08 -1.76737e-08 6.11042e-10
1.98 -4.00001 -4 2 0.75 1.07133e-10 -1.15711e-09 -1.74219e-09 -1.04846e-10 2.97875e-09 -2.10275e-09 9.32093e-09 2.23344e-10
1.99 -4.00001 -4 2 0.75 1.40888e-10 -8.60269e-10 -1.80474e-09 -5.87647e-12 1.70445e-09 3.69393e-08 3.22944e-08 -4.68165e-10
2 -4.00001 -4 2 0.75 4.95427e-11 -1.53785e-10 -1.83652e-09 5.49927e-11 1.10806e-09 7.35138e-08 4.7406e-08 -1.26945e-09
2.011 -4.00001 -4 2 0.75 -1.52818e-10 7.37986e-10 -1.80141e-09 3.24782e-11 4.06206e-10 7.83887e-08 4.15131e-08 -1.67984e-09
2.02 -4.00001 -4 2 0.75 -4.04688e-10 1.4396e-09 -1.73647e-09 -6.76194e-11 -1.19196e-09 5.75865e-08 1.73791e-08 -1.87517e-09
2.03 -4.00001 -4 2 0.75 -6.51218e-10 1.71267e-09 -1.66162e-09 -2.09279e-10 -3.39486e-09 2.61162e-08 -1.38099e-08 -2.04677e-09
2.042 -4.00001 -4 2 0.75 -9.86001e-10 1.38888e-09 -1.57977e-09 -4.26707e-10 -6.70574e-09 -2.17712e-08 -5.72586e-08 -2.15329e-09
2.05 -4.00001 -4 2 0.75 -1.18418e-09 8.66139e-10 -1.56913e-09 -5.57126e-10 -7.42073e-09 -3.57366e-08 -6.43225e-08 -1.93274e-09
2.06 -4.00001 -4 2 0.75 -1.36899e-09 1.22599e-10 -1.61484e-09 -6.98718e-10 -7.42902e-09 -3.76154e-08 -5.04257e-08 -1.29568e-09
2.07 -4.00001 -4 2 0.75 -1.41248e-09 -3.40213e-10 -1.71291e-09 -7.75045e-10 -7.23786e-09 -3.09788e-08 -2.80252e-08 -6.24165e-10
2.08 -4.00001 -4 2 0.75 -1.30622e-09 -6.05524e-10 -1.86289e-09 -8.32203e-10 -7.0786e-09 -1.78853e-08 7.36796e-09 2.01248e-10
2.091 -4.00001 -4 2 0.75 -1.06427e-09 -5.48713e-10 -1.99266e-09 -8.6617e-10 -5.66679e-09 -8.8869e-09 3.03912e-08 7.77503e-10
2.1 -4.00001 -4 2 0.75 -7.5455e-10 -3.45717e-10 -2.07819e-09 -8.97044e-10 -2.82367e-09 -4.68351e-09 4.04173e-08 1.07926e-09
2.11 -4.00001 -4 2 0.75 -4.46808e-10 -1.05002e-10 -2.12464e-09 -9.19866e-10 2.97058e-10 -3.11168e-09 4.49964e-08 1.20908e-09
2.12 -4.00001 -4 2 0.75 -8.94671e-11 1.92795e-10 -2.14212e-09 -9.40276e-10 4.05266e-09 -2.20077e-09 4.74213e-08 1.26032e-09
2.131 -4.00001 -4 2 0.75 3.347e-10 5.41567e-10 -2.09653e-09 -9.59737e-10 7.86969e-09 -4.32579e-09 4.14134e-08 1.36474e-09
2.14 -4.00001 -4 2 0.75 5.98565e-10 6.97344e-10 -2.02244e-09 -9.73101e-10 9.61798e-09 -1.0147e-08 2.55279e-08 1.81241e-09
2.15 -4.00001 -4 2 0.75 7.71133e-10 6.92582e-10 -1.91103e-09 -9.83722e-10 1.03621e-08 -1.51168e-08 4.11929e-09 2.38598e-09
2.16 -4.00001 -4 2 0.75 7.83771e-10 5.04461e-10 -1.78498e-09 -9.73392e-10 9.21748e-09 -1.01283e-08 -2.35597e-08 2.8473e-09
2.171 -4.00001 -4 2 0.75 5.60474e-10 2.73948e-10 -1.70175e-09 -9.48537e-10 7.39858e-09 8.12804e-09 -3.39131e-08 2.89972e-09
2.18 -4.00001 -4 2 0.75 1.93347e-10 2.8598e-10 -1.65433e-09 -9.25385e-10 5.10961e-09 4.21615e-08 -1.67532e-08 2.75096e-09
2.19 -4.00001 -4 2 0.749997 4.3732e-09 -4.57377e-06 3.6459e-07 -3.95015e-07 0.000822297 -0.00140865 -0.00130974 -0.00111
2.2 -4.00001 -4 2.00003 0.749955 6.60194e-08 -7.74871e-05 7.55049e-07 -8.39936e-07 0.00489925 -0.00938419 -0.00872722 -0.00740039
2.21 -4.00001 -4 2.0001 0.749831 6.05777e-07 -0.000292334 -6.86353e-06 7.1347e-06 0.00973081 -0.0213313 -0.0196351 -0.0169053
2.221 -4.00001 -4 2.00022 0.749602 6.04593e-06 -0.00067916 -3.39988e-05 3.58886e-05 0.0137451 -0.0348651 -0.0312074 -0.0279115
2.23 -4.00001 -4 2.00038 0.749259 2.11874e-05 -0.001248 -9.20595e-05 9.87288e-05 0.0166522 -0.0490526 -0.0426875 -0.0396373
2.24 -4.00001 -4 2.00055 0.748797 5.48959e-05 -0.00199131 -0.000192115 0.000209198 0.018428 -0.0629816 -0.0523519 -0.0515175
2.25 -4.00001 -4 2.00075 0.748217 0.000120537 -0.00289325 -0.000343579 0.000380708 0.0194975 -0.0766885 -0.0594079 -0.0632985
2.26 -4.00001 -3.99999 2.00092 0.747595 0.000225034 -0.00381927 -0.000529604 0.000598266 0.0200711 -0.088552 -0.062772 -0.0736237
2.271 -4.00002 -3.99999 2.00117 0.746623 0.000452813 -0.00518867 -0.000855301 0.000998336 0.0204854 -0.103179 -0.0633458 -0.087001
2.28 -4.00003 -3.99998 2.00133 0.745889 0.000678853 -0.00615783 -0.00112305 0.00134498 0.0208036 -0.11187 -0.059627 -0.0954437
2.29 -4.00005 -3.99996 2.00156 0.74477 0.00111399 -0.00752174 -0.00155121 0.00193622 0.0210373 -0.122877 -0.0506608 -0.106657
2.3 -4.00006 -3.99993 2.00177 0.743647 0.00165408 -0.0087655 -0.00199287 0.00259937 0.0211983 -0.132266 -0.0384995 -0.116379
2.31 -4.00009 -3.9999 2.00199 0.742431 0.00236952 -0.00996975 -0.00247339 0.00339311 0.021513 -0.140867 -0.0200055 -0.125367
2.32 -4.00011 -3.99987 2.0022 0.741128 0.00329957 -0.0110868 -0.00297389 0.00432491 0.02183 -0.148628 0.00495225 -0.133703
2.33 -4.00014 -3.99982 2.0024 0.739886 0.00435668 -0.0119764 -0.00342065 0.00528666 0.0220185 -0.154934 0.032637 -0.140694
2.34 -4.00018 -3.99976 2.00262 0.738435 0.00580717 -0.0127982 -0.00388467 0.00649725 0.0220591 -0.161218 0.068453 -0.147981
2.35 -4.00022 -3.99968 2.00286 0.736757 0.007779 -0.0134508 -0.00431467 0.00800666 0.0218271 -0.166956 0.113854 -0.155508
2.36 -4.00027 -3.99959 2.00308 0.735163 0.0099484 -0.0137748 -0.00458914 0.00954594 0.0214414 -0.171842 0.160381 -0.161914
2.37 -4.00031 -3.9995 2.00327 0.733678 0.0122371 -0.0138215 -0.00470281 0.0110693 0.0208829 -0.176166 0.205548 -0.16741
2.381 -4.00036 -3.99937 2.0035 0.731803 0.0154959 -0.0135347 -0.00461695 0.0131172 0.0201659 -0.180759 0.265191 -0.173624
2.39 -4.0004 -3.99924 2.00367 0.730225 0.018561 -0.0129896 -0.0043175 0.014945 0.0194157 -0.183329 0.317393 -0.178424
2.4 -4.00045 -3.99906 2.00388 0.728251 0.0228168 -0.0119154 -0.00360868 0.017365 0.0182318 -0.186485 0.384084 -0.184049
2.41 -4.00047 -3.99889 2.00404 0.726602 0.0267326 -0.010696 -0.00269873 0.0194971 0.0170075 -0.189536 0.439761 -0.188533
2.42 -4.00049 -3.99868 2.0042 0.72474 0.0315504 -0.00898919 -0.00128363 0.0220292 0.0154321 -0.194417 0.501317 -0.193371
2.43 -4.0005 -3.99842 2.00436 0.722661 0.0374294 -0.00669724 0.000830458 0.0250164 0.0134501 -0.200718 0.569153 -0.198623
2.441 -4.00047 -3.99816 2.00448 0.720748 0.0432977 -0.00424583 0.00332432 0.0279234 0.01154 -0.206327 0.629269 -0.203305
2.45 -4.00043 -3.99786 2.00459 0.718819 0.0496528 -0.00145605 0.00642194 0.0310165 0.00953683 -0.211998 0.687624 -0.207934
2.46 -4.00034 -3.99753 2.00467 0.716879 0.0564757 0.00164665 0.0101841 0.0343041 0.00757751 -0.218269 0.74168 -0.212378
2.47 -4.00021 -3.99717 2.00474 0.714935 0.0637403 0.00502799 0.0146606 0.0377882 0.00559613 -0.225563 0.79188 -0.216636
2.48 -4.00004 -3.99677 2.00478 0.712991 0.0714301 0.00864676 0.0199037 0.0414765 0.00366501 -0.235151 0.83821 -0.220584
2.49 -3.99981 -3.99634 2.00481 0.711053 0.079535 0.0124678 0.0259557 0.0453748 0.00173163 -0.24614 0.881924 -0.2243
2.5 -3.99951 -3.99586 2.00482 0.709125 0.0880395 0.0164633 0.0328651 0.0494952 -0.00012437 -0.257678 0.922489 -0.227769
2.511 -3.9991 -3.99529 2.0048 0.707022 0.0978316 0.0210324 0.0415043 0.0542951 -0.0020909 -0.270899 0.963259 -0.231278
2.52 -3.99874 -3.99484 2.00478 0.705507 0.105223 0.0244447 0.0485005 0.0579698 -0.00345599 -0.281577 0.989765 -0.233511
2.53 -3.9982 -3.99423 2.00473 0.703635 0.114768 0.0287854 0.0581156 0.0627879 -0.00514177 -0.296066 1.01981 -0.235942
2.541 -3.99749 -3.99351 2.00467 0.701606 0.125629 0.0336248 0.0698571 0.068397 -0.00684277 -0.311781 1.0486 -0.238253
2.55 -3.99673 -3.9928 2.00459 0.699792 0.135802 0.0380687 0.0816193 0.0737892 -0.00828282 -0.324963 1.07186 -0.240172
2.56 -3.99594 -3.99211 2.00451 0.698186 0.145176 0.0420914 0.0931128 0.0788897 -0.00950765 -0.336596 1.08982 -0.241627
2.57 -3.99482 -3.9912 2.0044 0.69626 0.156885 0.047009 0.108349 0.0854514 -0.0109597 -0.351362 1.10713 -0.242874
2.58 -3.99366 -3.99031 2.00428 0.694544 0.167731 0.0514477 0.123362 0.0917452 -0.0121827 -0.364303 1.11805 -0.243579
2.59 -3.99234 -3.98936 2.00415 0.692862 0.178735 0.055842 0.139492 0.0983604 -0.0133685 -0.375631 1.12621 -0.244179
2.6 -3.991 -3.98844 2.00403 0.691377 0.188744 0.0597561 0.154978 0.104599 -0.0143751 -0.384476 1.13124 -0.244631
2.61 -3.98918 -3.98724 2.00386 0.689599 0.20109 0.0644746 0.175139 0.112589 -0.0156714 -0.395238 1.13409 -0.244761
2.62 -3.98732 -3.98607 2.0037 0.688015 0.212381 0.068675 0.194676 0.120218 -0.0167923 -0.40442 1.13153 -0.244388
2.632 -3.98504 -3.9847 2.00351 0.686306 0.224826 0.0731735 0.217498 0.129022 -0.0179768 -0.412381 1.12402 -0.243803
2.64 -3.98323 -3.98364 2.00336 0.685082 0.233861 0.0763614 0.234964 0.135698 -0.0188431 -0.416524 1.1164 -0.24341
2.65 -3.98075 -3.98223 2.00316 0.683572 0.245112 0.0802449 0.257809 0.144364 -0.0199755 -0.420531 1.10453 -0.242815
2.66 -3.97776 -3.98059 2.00294 0.681932 0.257391 0.0843706 0.284232 0.154313 -0.0212861 -0.423967 1.08681 -0.241739
2.67 -3.97478 -3.97899 2.00272 0.680456 0.268423 0.0879666 0.309417 0.163738 -0.0225321 -0.425483 1.06593 -0.240502
2.68 -3.97154 -3.9773 2.00248 0.678988 0.279287 0.0914047 0.335662 0.173513 -0.0239452 -0.425278 1.04226 -0.239264
2.69 -3.9684 -3.97569 2.00226 0.677669 0.288901 0.094364 0.360171 0.182609 -0.0253598 -0.423624 1.01942 -0.238251
2.701 -3.96425 -3.97362 2.00197 0.676055 0.300407 0.0978052 0.391243 0.194104 -0.027276 -0.420154 0.988618 -0.236936
2.71 -3.96018 -3.97162 2.00169 0.67458 0.3106 0.100754 0.42053 0.204911 -0.0291881 -0.415517 0.956736 -0.235573
2.72 -3.95581 -3.96951 2.00138 0.673091 0.320501 0.10352 0.450751 0.216041 -0.0313395 -0.40968 0.921981 -0.234093
2.73 -3.95113 -3.96728 2.00106 0.671581 0.330083 0.106098 0.481884 0.227491 -0.0336936 -0.402005 0.885015 -0.232785
2.742 -3.94562 -3.9647 2.00067 0.66989 0.340222 0.108719 0.517107 0.240432 -0.0366031 -0.391925 0.842287 -0.231482
2.75 -3.94082 -3.96249 2.00033 0.668478 0.348181 0.110694 0.546657 0.25128 -0.0392169 -0.382107 0.804988 -0.230536
2.76 -3.93517 -3.95991 1.99992 0.666873 0.356643 0.112704 0.580197 0.263587 -0.0424281 -0.370598 0.761567 -0.229329
2.773 -3.92731 -3.95636 1.99934 0.66472 0.367008 0.115014 0.624861 0.27997 -0.0470183 -0.354098 0.702007 -0.227716
2.78 -3.92284 -3.95437 1.999 0.663527 0.372279 0.116114 0.649364 0.288956 -0.0497069 -0.344566 0.669142 -0.226901
2.79 -3.91615 -3.95141 1.99848 0.661777 0.379414 0.117512 0.684881 0.301983 -0.0538004 -0.329306 0.620216 -0.226
2.8 -3.90911 -3.94832 1.99791 0.659966 0.386048 0.118706 0.72094 0.31521 -0.0582128 -0.311867 0.567885 -0.22536
2.81 -3.9017 -3.94509 1.99731 0.658088 0.39215 0.119687 0.757468 0.32861 -0.0629886 -0.293511 0.513212 -0.224647
2.82 -3.89471 -3.94207 1.99672 0.656338 0.39717 0.120384 0.790691 0.340799 -0.0675977 -0.276695 0.462754 -0.223862
2.834 -3.8824 -3.9368 1.99564 0.653288 0.404517 0.121149 0.846676 0.361343 -0.0759056 -0.24692 0.376735 -0.222835
2.84 -3.87725 -3.9346 1.99517 0.652019 0.407088 0.121319 0.869253 0.369629 -0.0794273 -0.234259 0.341644 -0.222592
2.85 -3.86835 -3.93083 1.99434 0.64984 0.410896 0.121431 0.907068 0.38351 -0.0855235 -0.212779 0.282359 -0.222175
2.86 -3.85907 -3.92691 1.99345 0.64758 0.414095 0.121329 0.94505 0.397453 -0.0919287 -0.191023 0.222069 -0.221649
2.87 -3.84941 -3.92286 1.9925 0.645237 0.416679 0.121008 0.983148 0.411439 -0.0986029 -0.169153 0.161097 -0.22101
2.88 -3.83936 -3.91867 1.99147 0.642813 0.418638 0.120473 1.02129 0.425442 -0.105556 -0.146483 0.0995207 -0.220563
2.89 -3.82894 -3.91434 1.99038 0.640306 0.419963 0.119729 1.05942 0.439443 -0.112745 -0.123366 0.0376344 -0.220213
2.901 -3.81704 -3.90941 1.98909 0.637456 0.420687 0.118674 1.10129 0.454817 -0.120891 -0.0981054 -0.0302571 -0.219734
2.911 -3.80695 -3.90526 1.98797 0.635054 0.420709 0.117629 1.13545 0.467359 -0.127697 -0.0775805 -0.0854621 -0.219299
2.92 -3.79539 -3.90051 1.98665 0.632314 0.420135 0.116284 1.17324 0.481236 -0.135376 -0.0547199 -0.146188 -0.218901
2.931 -3.78345 -3.89562 1.98525 0.629503 0.418938 0.114753 1.21082 0.495035 -0.143139 -0.032234 -0.20595 -0.218454
2.94 -3.77239 -3.8911 1.98393 0.626918 0.417337 0.113221 1.24443 0.507373 -0.150166 -0.0126703 -0.258742 -0.217889
2.95 -3.75974 -3.88595 1.98238 0.623988 0.414987 0.111353 1.28148 0.520977 -0.157978 0.00865901 -0.316401 -0.217217
2.961 -3.7454 -3.88013 1.98059 0.6207 0.411718 0.10911 1.32182 0.535792 -0.166558 0.032224 -0.378319 -0.216725
2.971 -3.73198 -3.8747 1.97889 0.61766 0.408139 0.106915 1.35808 0.549113 -0.174264 0.0531663 -0.432542 -0.216364
2.98 -3.7182 -3.86914 1.9771 0.614578 0.404003 0.104583 1.39391 0.562274 -0.181862 0.0728491 -0.484744 -0.215764
2.99 -3.70407 -3.86344 1.97524 0.611461 0.399333 0.102118 1.42925 0.575257 -0.18935 0.0912764 -0.534805 -0.214944
3 -3.69105 -3.85821 1.9735 0.608632 0.394691 0.0997942 1.46058 0.586774 -0.195995 0.107742 -0.578583 -0.214333
3.01 -3.67476 -3.85167 1.9713 0.605148 0.388458 0.096835 1.49824 0.600621 -0.203976 0.128177 -0.630883 -0.213869
3.02 -3.65959 -3.8456 1.96922 0.601962 0.382271 0.0940431 1.5318 0.61297 -0.211095 0.146088 -0.676666 -0.213407
3.03 -3.64565 -3.84003 1.96729 0.599085 0.376297 0.0914523 1.56145 0.623883 -0.217332 0.160948 -0.716081 -0.212737
3.04 -3.62826 -3.83308 1.96485 0.595564 0.368505 0.0881924 1.59694 0.636959 -0.224659 0.177757 -0.761389 -0.21178
3.05 -3.61212 -3.82665 1.96257 0.592366 0.360974 0.0851516 1.62845 0.648581 -0.231034 0.192707 -0.800392 -0.211066
3.06 -3.59733 -3.82076 1.96047 0.589494 0.35385 0.0823637 1.65617 0.658815 -0.236528 0.205744 -0.83364 -0.2105
3.071 -3.57722 -3.81277 1.95758 0.585681 0.343871 0.0785812 1.69214 0.672117 -0.243444 0.221349 -0.874728 -0.209511
3.08 -3.56186 -3.80667 1.95537 0.582839 0.336059 0.0757006 1.71835 0.681826 -0.248314 0.231574 -0.902858 -0.208584
3.09 -3.54626 -3.80049 1.95311 0.580017 0.327986 0.0727877 1.74389 0.6913 -0.252905 0.241082 -0.929055 -0.207648
3.1 -3.5269 -3.79282 1.95029 0.576599 0.317794 0.0691944 1.77414 0.702554 -0.25812 0.251885 -0.958308 -0.206548
3.11 -3.51081 -3.78645 1.94795 0.573832 0.309206 0.0662338 1.79807 0.71148 -0.262121 0.260114 -0.980649 -0.205626
3.12 -3.49269 -3.77928 1.94531 0.570791 0.299425 0.0629275 1.82379 0.721104 -0.266222 0.268075 -1.00304 -0.204494
3.13 -3.47246 -3.77129 1.94235 0.567491 0.288401 0.059276 1.85099 0.73132 -0.270348 0.275842 -1.02512 -0.203218
3.14 -3.4557 -3.76466 1.93991 0.56483 0.279201 0.0562841 1.87238 0.739394 -0.273359 0.281436 -1.04073 -0.202196
3.15 -3.43685 -3.75722 1.93715 0.561915 0.268809 0.0529621 1.89522 0.748057 -0.276351 0.28692 -1.05595 -0.201061
3.16 -3.41585 -3.74894 1.9341 0.558763 0.257206 0.0493167 1.91921 0.757213 -0.279159 0.29155 -1.06956 -0.199727
3.17 -3.39655 -3.74132 1.93129 0.55595 0.246529 0.0460149 1.93996 0.765191 -0.281321 0.294747 -1.07949 -0.198473
3.18 -3.37704 -3.73363 1.92847 0.553188 0.235757 0.0427307 1.95969 0.77284 -0.283085 0.297081 -1.08674 -0.197236
3.19 -3.35734 -3.72586 1.92563 0.550478 0.224915 0.03947 1.97838 0.780158 -0.284486 0.29867 -1.09166 -0.196012
3.2 -3.33745 -3.71802 1.92278 0.547821 0.21403 0.0362375 1.99604 0.787146 -0.285498 0.299223 -1.09406 -0.194753
3.21 -3.3174 -3.71011 1.91992 0.545217 0.203126 0.0330357 2.01265 0.793806 -0.286138 0.298764 -1.09417 -0.193449
3.22 -3.29922 -3.70294 1.91735 0.54292 0.193319 0.0301829 2.02671 0.79952 -0.286406 0.297588 -1.0922 -0.192269
3.231 -3.27478 -3.69329 1.91391 0.539926 0.180283 0.0264271 2.04413 0.806731 -0.286308 0.294947 -1.08648 -0.190701
3.24 -3.25838 -3.68682 1.91162 0.537972 0.171639 0.0239567 2.0549 0.81128 -0.285984 0.292546 -1.08082 -0.189661
3.252 -3.23362 -3.67704 1.90819 0.535106 0.158764 0.0203048 2.06978 0.817716 -0.285244 0.288594 -1.07093 -0.188116
3.26 -3.21494 -3.66966 1.90563 0.533005 0.14919 0.0176105 2.07995 0.822246 -0.284431 0.285497 -1.06237 -0.186981
3.27 -3.19409 -3.66141 1.90279 0.53072 0.138647 0.014666 2.09025 0.826984 -0.283319 0.281862 -1.05134 -0.185765
3.28 -3.17313 -3.65312 1.89996 0.528485 0.128222 0.011777 2.09954 0.831422 -0.281884 0.277481 -1.03818 -0.184549
3.29 -3.15209 -3.64478 1.89716 0.526298 0.117941 0.00894547 2.1078 0.835565 -0.280105 0.272097 -1.02268 -0.18331
