t wx wy wz ax ay az yaw pitch roll
2.254 2.66223e-05 -5.98772e-05 -5.65955e-05 4.92949e-09 -5.8837e-11 9.8066 1.47515e-11 5.91405e-10 1.45431e-09
2.255 2.82836e-05 -5.84303e-05 -5.63788e-05 6.01089e-09 -5.64526e-11 9.8066 1.20468e-11 6.34899e-10 1.45807e-09
2.256 2.83108e-05 -5.8367e-05 -5.67685e-05 6.15333e-09 -6.78678e-11 9.8066 9.39818e-12 6.77762e-10 1.46027e-09
2.257 2.53419e-05 -5.83996e-05 -5.85984e-05 5.54222e-09 -1.07716e-10 9.8066 6.80751e-12 7.20024e-10 1.46084e-09
2.259 2.41725e-05 -5.87303e-05 -5.71e-05 3.75547e-09 -2.49379e-10 9.8066 1.80769e-12 8.02574e-10 1.45664e-09
2.26 2.33552e-05 -5.92178e-05 -5.69141e-05 3.04341e-09 -3.23303e-10 9.8066 -5.97729e-13 8.42728e-10 1.4517e-09
2.261 2.33283e-05 -5.94673e-05 -5.74204e-05 2.47689e-09 -3.91844e-10 9.8066 -2.93777e-12 8.82047e-10 1.44477e-09
2.262 2.41094e-05 -5.99727e-05 -5.86497e-05 2.02741e-09 -4.56185e-10 9.8066 -5.21073e-12 9.20467e-10 1.43574e-09
2.263 2.32271e-05 -6.06498e-05 -5.99232e-05 1.6719e-09 -5.16869e-10 9.8066 -7.41494e-12 9.57932e-10 1.42456e-09
2.264 2.46176e-05 -5.97907e-05 -5.95994e-05 1.39171e-09 -5.74794e-10 9.8066 -9.54882e-12 9.94386e-10 1.41115e-09
2.265 2.09886e-05 -5.88765e-05 -6.05515e-05 1.17165e-09 -6.30585e-10 9.8066 -1.16108e-11 1.02978e-09 1.39543e-09
2.266 2.20659e-05 -5.94727e-05 -5.99009e-05 1.00004e-09 -6.84529e-10 9.8066 -1.35995e-11 1.06407e-09 1.37735e-09
2.267 2.38208e-05 -5.76601e-05 -5.95034e-05 8.67061e-10 -7.37162e-10 9.8066 -1.55133e-11 1.0972e-09 1.35683e-09
2.268 2.37625e-05 -5.74209e-05 -5.98872e-05 7.65117e-10 -7.88667e-10 9.8066 -1.7351e-11 1.12915e-09 1.33383e-09
2.269 2.25505e-05 -5.70183e-05 -6.05262e-05 6.88007e-10 -8.39317e-10 9.8066 -1.91112e-11 1.15986e-09 1.30828e-09
2.27 2.36928e-05 -5.76364e-05 -5.98358e-05 6.3072e-10 -8.89301e-10 9.8066 -2.07926e-11 1.18932e-09 1.28014e-09
2.271 2.26636e-05 -5.95926e-05 -6.06483e-05 5.89515e-10 -9.38645e-10 9.8066 -2.2394e-11 1.21748e-09 1.24934e-09
2.272 2.22545e-05 -6.25328e-05 -5.90519e-05 5.60952e-10 -9.87701e-10 9.8066 -2.39142e-11 1.24431e-09 1.21584e-09
2.273 2.19223e-05 -6.00816e-05 -5.90112e-05 5.41376e-10 -1.03641e-09 9.8066 -2.5352e-11 1.2698e-09 1.1796e-09
2.274 1.79369e-05 -6.00402e-05 -5.87735e-05 5.14974e-10 -1.08452e-09 9.8066 -2.67063e-11 1.29392e-09 1.14058e-09
2.275 1.78138e-05 -5.9977e-05 -5.86374e-05 4.20975e-10 -1.12938e-09 9.8066 -2.79761e-11 1.31668e-09 1.09871e-09
2.276 1.89237e-05 -6.22154e-05 -5.86402e-05 1.4703e-10 -1.16489e-09 9.8066 -2.91604e-11 1.33808e-09 1.05396e-09
2.277 2.1353e-05 -6.32947e-05 -5.84386e-05 -3.85166e-10 -1.18724e-09 9.8066 -3.02582e-11 1.35813e-09 1.00629e-09
2.278 2.07171e-05 -6.39516e-05 -5.80335e-05 -1.09655e-09 -1.2003e-09 9.8066 -3.12685e-11 1.37678e-09 9.55644e-10
2.279 1.99268e-05 -6.5411e-05 -5.7129e-05 -1.73614e-09 -1.21569e-09 9.8066 -3.21905e-11 1.39397e-09 9.02013e-10
2.28 2.10301e-05 -6.46609e-05 -5.59612e-05 -2.03011e-09 -1.24592e-09 9.8066 -3.30232e-11 1.40964e-09 8.45357e-10
2.281 2.05307e-05 -6.37382e-05 -5.85384e-05 -1.89557e-09 -1.29575e-09 9.8066 -3.37658e-11 1.42377e-09 7.85655e-10
2.282 1.88593e-05 -6.67454e-05 -5.80549e-05 -1.51791e-09 -1.22981e-09 9.8066 -3.44297e-11 1.43639e-09 7.23301e-10
2.283 1.93539e-05 -6.79319e-05 -5.75097e-05 -1.10717e-09 -1.17019e-09 9.8066 -3.50253e-11 1.44754e-09 6.58646e-10
2.284 2.06245e-05 -6.89679e-05 -5.76596e-05 -7.61969e-10 -1.11078e-09 9.8066 -3.55626e-11 1.45727e-09 5.92035e-10
2.285 1.95757e-05 -6.82286e-05 -5.80172e-05 -4.82937e-10 -1.05071e-09 9.8066 -3.60511e-11 1.46559e-09 5.2378e-10
2.286 1.88032e-05 -6.94883e-05 -5.80689e-05 -2.57092e-10 -9.9029e-10 9.8066 -3.64995e-11 1.47253e-09 4.54181e-10
2.287 1.94505e-05 -6.71417e-05 -5.72875e-05 -7.35414e-11 -9.29732e-10 9.8066 -3.6916e-11 1.4781e-09 3.83516e-10
2.288 1.9388e-05 -6.70535e-05 -5.85674e-05 7.60585e-11 -8.69189e-10 9.8066 -3.73083e-11 1.48233e-09 3.12047e-10
2.289 2.04658e-05 -6.71593e-05 -5.90658e-05 1.98813e-10 -8.08892e-10 9.8066 -3.76838e-11 1.48521e-09 2.40024e-10
2.29 1.98669e-05 -6.57057e-05 -5.94695e-05 3.00002e-10 -7.49024e-10 9.8066 -3.80492e-11 1.48675e-09 1.67675e-10
2.291 1.93157e-05 -6.60543e-05 -6.03086e-05 3.84268e-10 -6.89519e-10 9.8066 -3.84111e-11 1.48696e-09 9.52198e-11
2.292 1.93253e-05 -6.68317e-05 -5.91326e-05 4.54926e-10 -6.30543e-10 9.8066 -3.87754e-11 1.48584e-09 2.28631e-11
2.293 1.77336e-05 -6.71304e-05 -5.882e-05 5.14791e-10 -5.72023e-10 9.8066 -3.91479e-11 1.48338e-09 -4.9201e-11
2.294 1.74411e-05 -6.716e-05 -5.70967e-05 5.66245e-10 -5.14057e-10 9.8066 -3.95339e-11 1.4796e-09 -1.20791e-10
2.295 1.53406e-05 -6.54503e-05 -5.56511e-05 6.10881e-10 -4.56585e-10 9.8066 -3.99385e-11 1.47447e-09 -1.91734e-10
2.296 1.50661e-05 -6.75233e-05 -5.62352e-05 6.52055e-10 -3.99697e-10 9.8066 -4.03664e-11 1.46801e-09 -2.61869e-10
2.297 1.30634e-05 -6.92745e-05 -5.68501e-05 7.29442e-10 -3.44288e-10 9.8066 -4.08222e-11 1.46018e-09 -3.3104e-10
2.298 1.45586e-05 -6.74668e-05 -5.52201e-05 1.0431e-09 -2.92209e-10 9.8066 -4.131e-11 1.45093e-09 -3.99105e-10
2.299 1.70715e-05 -6.87402e-05 -5.78259e-05 1.92295e-09 -2.38449e-10 9.8066 -4.18336e-11 1.44017e-09 -4.65935e-10
2.3 1.50683e-05 -6.9688e-05 -5.51332e-05 3.45643e-09 -1.70112e-10 9.8066 -4.23969e-11 1.42784e-09 -5.31405e-10
2.301 1.6079e-05 -6.9405e-05 -5.46949e-05 5.21719e-09 -2.74208e-11 9.8066 -4.29988e-11 1.41403e-09 -5.95238e-10
2.302 1.64593e-05 -6.87673e-05 -5.39458e-05 6.56151e-09 1.30032e-10 9.8066 -4.36388e-11 1.39892e-09 -6.57146e-10
2.303 1.58445e-05 -6.61561e-05 -5.23931e-05 7.02125e-09 2.81778e-10 9.8066 -4.43159e-11 1.38271e-09 -7.16835e-10
2.304 1.46348e-05 -6.73371e-05 -5.4864e-05 6.61096e-09 4.08193e-10 9.8066 -4.50294e-11 1.36557e-09 -7.7407e-10
2.305 1.26866e-05 -6.72777e-05 -5.38931e-05 5.72536e-09 5.05417e-10 9.8066 -4.57786e-11 1.34757e-09 -8.28578e-10
2.306 1.14045e-05 -6.53114e-05 -5.2181e-05 4.78523e-09 5.85673e-10 9.8066 -4.65624e-11 1.32877e-09 -8.80151e-10
2.307 1.00217e-05 -6.55e-05 -5.22104e-05 3.98588e-09 6.6455e-10 9.8066 -4.738e-11 1.30919e-09 -9.2855e-10
2.308 9.60658e-06 -6.67818e-05 -5.21651e-05 3.34204e-09 7.48017e-10 9.8066 -4.82304e-11 1.28884e-09 -9.73582e-10
2.309 9.64079e-06 -6.63604e-05 -5.39146e-05 2.82558e-09 8.35976e-10 9.8066 -4.91127e-11 1.26775e-09 -1.01503e-09
2.31 8.86153e-06 -6.79913e-05 -5.4118e-05 2.41132e-09 9.27497e-10 9.8066 -5.0026e-11 1.24593e-09 -1.05272e-09
2.311 9.12637e-06 -6.7528e-05 -5.24135e-05 2.07883e-09 1.02158e-09 9.8066 -5.09694e-11 1.22341e-09 -1.08645e-09
2.312 6.3594e-06 -6.89048e-05 -5.18434e-05 1.81217e-09 1.11791e-09 9.8066 -5.1942e-11 1.20021e-09 -1.11605e-09
2.313 6.80847e-06 -6.83477e-05 -5.30695e-05 1.59797e-09 1.21559e-09 9.8066 -5.29429e-11 1.17633e-09 -1.14136e-09
2.314 6.65043e-06 -6.95055e-05 -5.39819e-05 1.42599e-09 1.31465e-09 9.8066 -5.39713e-11 1.15182e-09 -1.16221e-09
2.315 7.03298e-06 -6.99285e-05 -5.51264e-05 1.28781e-09 1.41443e-09 9.8066 -5.50263e-11 1.12667e-09 -1.17846e-09
2.316 7.88623e-06 -6.84174e-05 -5.51657e-05 1.17675e-09 1.51488e-09 9.8066 -5.61071e-11 1.10093e-09 -1.18995e-09
2.317 9.77231e-06 -6.87123e-05 -5.56739e-05 1.08741e-09 1.6158e-09 9.8066 -5.72129e-11 1.0746e-09 -1.19654e-09
2.318 1.03686e-05 -6.741e-05 -5.68993e-05 1.01544e-09 1.7169e-09 9.8066 -5.83428e-11 1.04771e-09 -1.19811e-09
2.319 9.20788e-06 -6.74886e-05 -5.63146e-05 9.57478e-10 1.81832e-09 9.8066 -5.9496e-11 1.02027e-09 -1.19452e-09
2.32 9.08615e-06 -6.62618e-05 -5.69674e-05 8.69144e-10 1.83751e-09 9.8066 -6.06643e-11 9.9245e-10 -1.18592e-09
2.321 8.19918e-06 -6.42564e-05 -5.71942e-05 7.84156e-10 1.85926e-09 9.8066 -6.18395e-11 9.6439e-10 -1.17244e-09
2.322 7.88215e-06 -6.54414e-05 -5.81387e-05 6.62354e-10 1.88517e-09 9.8066 -6.30145e-11 9.36248e-10 -1.15421e-09
2.326 8.78153e-06 -6.91206e-05 -5.93749e-05 -1.58192e-09 2.09969e-09 9.8066 -6.75815e-11 8.25711e-10 -1.03583e-09
2.327 7.86192e-06 -7.02419e-05 -5.89711e-05 -2.08511e-09 2.15805e-09 9.8066 -6.86612e-11 7.99044e-10 -9.9528e-10
2.328 6.41994e-06 -6.97986e-05 -6.14461e-05 -2.15771e-09 2.19889e-09 9.8066 -6.97058e-11 7.72891e-10 -9.50469e-10
2.329 5.79778e-06 -7.07006e-05 -6.22766e-05 -1.88595e-09 2.22424e-09 9.8066 -7.07108e-11 7.47335e-10 -9.01442e-10
2.332 5.32241e-06 -7.02765e-05 -5.71509e-05 -9.14961e-10 2.29106e-09 9.8066 -7.34468e-11 6.7508e-10 -7.29577e-10
2.333 6.62809e-06 -6.94264e-05 -5.99495e-05 -7.12554e-10 2.32081e-09 9.8066 -7.42534e-11 6.5271e-10 -6.64151e-10
2.334 7.1718e-06 -6.67973e-05 -5.95369e-05 -5.56815e-10 2.35381e-09 9.8066 -7.50017e-11 6.31305e-10 -5.94709e-10
2.335 7.59877e-06 -6.72642e-05 -5.9308e-05 -4.38136e-10 2.38984e-09 9.8066 -7.56886e-11 6.10921e-10 -5.21271e-10
2.336 9.12796e-06 -6.70462e-05 -5.94574e-05 -3.49156e-10 2.42831e-09 9.8066 -7.63113e-11 5.91613e-10 -4.43859e-10
2.337 8.40531e-06 -6.89588e-05 -5.78474e-05 -2.83926e-10 2.4689e-09 9.8066 -7.68672e-11 5.73428e-10 -3.62486e-10
2.338 6.78567e-06 -6.92261e-05 -5.98102e-05 -2.37515e-10 2.51143e-09 9.8066 -7.73536e-11 5.56414e-10 -2.77163e-10
2.339 8.13103e-06 -6.88644e-05 -6.08693e-05 -2.06154e-10 2.55564e-09 9.8066 -7.77682e-11 5.40614e-10 -1.879e-10
2.34 7.81684e-06 -7.13862e-05 -5.94566e-05 -1.86789e-10 2.60128e-09 9.8066 -7.8109e-11 5.26068e-10 -9.47039e-11
2.341 7.95674e-06 -7.20208e-05 -6.05949e-05 -1.77037e-10 2.64826e-09 9.8066 -7.83737e-11 5.12815e-10 2.4216e-12
2.342 5.94365e-06 -7.20741e-05 -5.98281e-05 -1.74686e-10 2.69639e-09 9.8066 -7.85604e-11 5.00891e-10 1.03475e-10
2.343 3.38596e-06 -7.26373e-05 -6.16202e-05 -1.78051e-10 2.74551e-09 9.8066 -7.86674e-11 4.90328e-10 2.08455e-10
2.344 3.81336e-06 -7.16712e-05 -5.99363e-05 -1.70627e-10 2.79504e-09 9.8066 -7.86928e-11 4.8115e-10 3.17365e-10
2.345 3.87829e-06 -7.13734e-05 -5.92457e-05 1.69148e-11 2.65133e-09 9.8066 -7.8643e-11 4.73212e-10 4.29586e-10
2.346 3.29512e-06 -7.02458e-05 -5.97625e-05 6.52516e-10 2.50995e-09 9.8066 -7.85235e-11 4.66345e-10 5.44532e-10
2.347 5.62292e-06 -7.2239e-05 -6.0082e-05 1.96186e-09 2.38143e-09 9.8066 -7.83397e-11 4.60384e-10 6.61647e-10
2.348 6.51086e-06 -7.27608e-05 -5.9617e-05 3.72026e-09 2.27713e-09 9.8066 -7.80963e-11 4.55234e-10 7.80398e-10
2.349 5.22816e-06 -7.3328e-05 -5.96546e-05 5.30682e-09 2.19514e-09 9.8066 -7.7798e-11 4.50902e-10 9.00315e-10
2.35 4.75822e-06 -7.33366e-05 -6.05615e-05 6.13032e-09 2.11781e-09 9.8066 -7.74491e-11 4.47458e-10 1.02092e-09
2.351 4.45081e-06 -7.14461e-05 -6.18549e-05 6.01962e-09 2.02312e-09 9.8066 -7.70536e-11 4.44961e-10 1.14181e-09
2.352 4.7725e-06 -7.1633e-05 -6.03738e-05 5.26459e-09 1.90065e-09 9.8066 -7.66152e-11 4.43412e-10 1.26257e-09
2.353 6.60426e-06 -7.28574e-05 -6.09927e-05 4.31935e-09 1.75719e-09 9.8066 -7.61371e-11 4.42754e-10 1.3828e-09
2.354 6.99253e-06 -7.43174e-05 -6.00632e-05 3.47103e-09 1.60911e-09 9.8066 -7.56224e-11 4.42912e-10 1.50214e-09
2.355 7.80605e-06 -7.44196e-05 -5.96763e-05 2.78288e-09 1.46616e-09 9.8066 -7.50738e-11 4.43813e-10 1.62022e-09
2.356 8.56798e-06 -7.34995e-05 -5.85819e-05 2.23196e-09 1.32945e-09 9.8066 -7.44941e-11 4.4539e-10 1.73671e-09
2.357 7.13773e-06 -7.34314e-05 -5.88473e-05 1.79106e-09 1.19807e-09 9.8066 -7.38855e-11 4.47578e-10 1.85129e-09
2.358 5.25181e-06 -7.15159e-05 -5.89633e-05 1.43833e-09 1.07092e-09 9.8066 -7.32503e-11 4.50321e-10 1.96367e-09
2.359 6.29383e-06 -6.92145e-05 -5.96978e-05 1.1561e-09 9.47543e-10 9.8066 -7.25905e-11 4.53565e-10 2.07354e-09
2.36 6.08041e-06 -6.88064e-05 -5.85663e-05 9.30425e-10 8.27127e-10 9.8066 -7.19079e-11 4.57265e-10 2.18066e-09
2.361 3.72391e-06 -7.12347e-05 -5.79106e-05 7.50089e-10 7.09368e-10 9.8066 -7.12044e-11 4.61375e-10 2.28476e-09
2.362 2.96021e-06 -7.06549e-05 -5.74199e-05 6.0585e-10 5.93763e-10 9.8066 -7.04816e-11 4.6586e-10 2.38559e-09
2.365 4.7194e-06 -6.87402e-05 -5.81432e-05 3.24776e-10 2.57422e-10 9.8066 -6.82111e-11 4.81225e-10 2.66627e-09
2.371 1.86258e-06 -7.20796e-05 -6.14215e-05 -3.93807e-10 -3.61005e-10 9.8066 -6.33157e-11 5.18605e-10 3.11206e-09
2.372 1.57042e-06 -7.15527e-05 -6.18677e-05 -1.01215e-09 -4.35812e-10 9.8066 -6.24648e-11 5.25654e-10 3.16941e-09
2.373 1.49111e-06 -7.19266e-05 -6.21581e-05 -1.75634e-09 -5.03336e-10 9.8066 -6.16059e-11 5.32907e-10 3.22153e-09
2.374 8.90864e-07 -6.88864e-05 -6.12707e-05 -2.3483e-09 -5.76123e-10 9.8066 -6.07398e-11 5.40311e-10 3.26831e-09
2.375 1.80251e-06 -7.09107e-05 -6.2463e-05 -2.54699e-09 -6.65498e-10 9.8066 -5.98668e-11 5.4782e-10 3.30962e-09
2.376 -1.04157e-07 -6.97134e-05 -6.34104e-05 -2.34151e-09 -7.73503e-10 9.8066 -5.89876e-11 5.55416e-10 3.34537e-09
2.378 -1.2373e-07 -6.93151e-05 -6.6222e-05 -1.55107e-09 -1.01243e-09 9.8066 -5.72122e-11 5.70859e-10 3.39973e-09
2.379 -1.32047e-06 -7.03727e-05 -6.4615e-05 -1.23275e-09 -1.12961e-09 9.8066 -5.63169e-11 5.78702e-10 3.41814e-09
2.38 -5.2483e-07 -6.90605e-05 -6.49422e-05 -9.78083e-10 -1.24371e-09 9.8066 -5.54171e-11 5.8662e-10 3.43057e-09
2.381 -8.22171e-07 -6.80232e-05 -6.68767e-05 -7.746e-10 -1.35544e-09 9.8066 -5.4513e-11 5.94609e-10 3.43693e-09
2.382 -2.96936e-06 -6.58499e-05 -6.58989e-05 -6.11988e-10 -1.46508e-09 9.8066 -5.36051e-11 6.02663e-10 3.43713e-09
2.383 -2.80709e-06 -6.59233e-05 -6.47379e-05 -4.82057e-10 -1.5733e-09 9.8066 -5.26936e-11 6.10775e-10 3.4311e-09
2.384 -3.24538e-06 -6.66531e-05 -6.432e-05 -3.78385e-10 -1.68005e-09 9.8066 -5.17788e-11 6.18942e-10 3.41874e-09
2.385 -5.0145e-06 -6.65268e-05 -6.28846e-05 -2.95668e-10 -1.78593e-09 9.8066 -5.08609e-11 6.27158e-10 3.39999e-09
2.386 -5.24998e-06 -6.58809e-05 -6.46298e-05 -2.29778e-10 -1.89112e-09 9.8066 -4.99403e-11 6.35418e-10 3.37477e-09
2.387 -4.14544e-06 -6.35038e-05 -6.60948e-05 -1.77344e-10 -1.99566e-09 9.8066 -4.90171e-11 6.43719e-10 3.34301e-09
2.388 -5.45476e-06 -6.41363e-05 -6.58926e-05 -1.35514e-10 -2.09977e-09 9.8066 -4.80915e-11 6.52056e-10 3.30464e-09
2.389 -4.49383e-06 -6.48085e-05 -6.62068e-05 -1.02371e-10 -2.02673e-09 9.8066 -4.71638e-11 6.60426e-10 3.26017e-09
2.39 -4.10549e-06 -6.62558e-05 -6.29927e-05 -7.59317e-11 -1.95895e-09 9.8066 -4.62341e-11 6.68826e-10 3.21006e-09
2.391 -5.03811e-06 -6.70395e-05 -6.44526e-05 -5.01217e-11 -1.89613e-09 9.8066 -4.53025e-11 6.77251e-10 3.15475e-09
2.392 -4.90052e-06 -6.75343e-05 -6.393e-05 4.39408e-11 -1.83943e-09 9.8066 -4.43692e-11 6.85673e-10 3.09462e-09
2.393 -3.79757e-06 -6.52083e-05 -6.51166e-05 4.60518e-10 -1.78942e-09 9.8066 -4.34343e-11 6.94032e-10 3.03005e-09
2.394 -5.01338e-06 -6.54908e-05 -6.4774e-05 1.50765e-09 -1.73826e-09 9.8066 -4.24978e-11 7.02246e-10 2.96137e-09
2.395 -4.13705e-06 -6.58216e-05 -6.5893e-05 3.14727e-09 -1.6722e-09 9.8066 -4.15597e-11 7.10275e-10 2.88887e-09
2.396 -2.24692e-06 -6.43069e-05 -6.71532e-05 4.86621e-09 -1.58693e-09 9.8066 -4.06201e-11 7.18166e-10 2.81284e-09
2.397 -3.81225e-06 -6.32979e-05 -6.66946e-05 6.00571e-09 -1.4943e-09 9.8066 -3.96794e-11 7.26047e-10 2.73356e-09
2.398 -4.80045e-06 -6.40379e-05 -6.65658e-05 6.21408e-09 -1.41619e-09 9.8066 -3.87376e-11 7.3406e-10 2.6513e-09
2.399 -4.3748e-06 -6.40969e-05 -6.67453e-05 5.63322e-09 -1.36872e-09 9.8066 -3.7795e-11 7.42288e-10 2.56628e-09
2.4 -4.75585e-06 -6.40103e-05 -6.82204e-05 4.70213e-09 -1.35055e-09 9.8066 -3.68516e-11 7.5075e-10 2.47872e-09
2.401 -4.73777e-06 -6.40452e-05 -7.02967e-05 3.79365e-09 -1.34667e-09 9.8066 -3.59077e-11 7.59426e-10 2.38881e-09
2.402 -5.67181e-06 -6.42446e-05 -6.97649e-05 3.04058e-09 -1.34346e-09 9.8066 -3.49631e-11 7.68293e-10 2.29674e-09
2.403 -4.89894e-06 -6.59113e-05 -7.12306e-05 2.436e-09 -1.33703e-09 9.8066 -3.4018e-11 7.77323e-10 2.20265e-09
2.404 -5.55234e-06 -6.49731e-05 -7.09991e-05 1.95119e-09 -1.32801e-09 9.8066 -3.30725e-11 7.86495e-10 2.10673e-09
2.405 -5.0981e-06 -6.4757e-05 -7.18694e-05 1.56256e-09 -1.31706e-09 9.8066 -3.21264e-11 7.95786e-10 2.00909e-09
2.406 -6.92964e-06 -6.53465e-05 -7.46379e-05 1.25083e-09 -1.30496e-09 9.8066 -3.11799e-11 8.05178e-10 1.90988e-09
2.407 -8.84706e-06 -6.6593e-05 -7.41063e-05 1.00076e-09 -1.2921e-09 9.8066 -3.02331e-11 8.14654e-10 1.80922e-09
2.408 -8.66059e-06 -6.73301e-05 -7.50858e-05 8.23677e-10 -1.23177e-09 9.8066 -2.92903e-11 8.24124e-10 1.70737e-09
2.409 -9.46321e-06 -6.75678e-05 -7.55976e-05 6.86217e-10 -1.1713e-09 9.8066 -2.83559e-11 8.33503e-10 1.60459e-09
2.41 -7.39833e-06 -6.53198e-05 -7.73273e-05 5.80571e-10 -1.11092e-09 9.8066 -2.74338e-11 8.4271e-10 1.50111e-09
2.411 -7.943e-06 -6.49537e-05 -7.55207e-05 5.00414e-10 -1.05064e-09 9.8066 -2.65281e-11 8.51668e-10 1.39717e-09
2.412 -7.51263e-06 -6.5166e-05 -7.53003e-05 4.40615e-10 -9.90826e-10 9.8066 -2.56424e-11 8.60307e-10 1.29296e-09
2.413 -5.67905e-06 -6.62426e-05 -7.30218e-05 3.97326e-10 -9.31393e-10 9.8066 -2.47805e-11 8.68557e-10 1.18871e-09
2.414 -6.97286e-06 -6.76726e-05 -7.2126e-05 3.67077e-10 -8.72637e-10 9.8066 -2.39457e-11 8.76355e-10 1.08459e-09
2.415 -8.69293e-06 -6.56123e-05 -6.90611e-05 3.46381e-10 -8.14364e-10 9.8066 -2.31415e-11 8.8364e-10 9.80785e-10
2.416 -8.11577e-06 -6.58227e-05 -6.66343e-05 3.21753e-10 -7.56615e-10 9.8066 -2.2371e-11 8.90364e-10 8.77469e-10
2.417 -9.15004e-06 -6.67266e-05 -6.7415e-05 2.38574e-10 -6.96737e-10 9.8066 -2.16373e-11 8.96497e-10 7.74796e-10
2.418 -1.0121e-05 -6.58362e-05 -6.96927e-05 -1.29912e-11 -6.28968e-10 9.8066 -2.09434e-11 9.02021e-10 6.72914e-10
2.419 -8.32303e-06 -6.50427e-05 -6.80778e-05 -5.20298e-10 -5.48829e-10 9.8066 -2.02922e-11 9.06905e-10 5.7196e-10
2.42 -1.02875e-05 -6.50626e-05 -6.97639e-05 -1.22337e-09 -4.592e-10 9.8066 -1.96863e-11 9.11088e-10 4.72069e-10
2.421 -1.07467e-05 -6.58101e-05 -7.04181e-05 -1.88381e-09 -3.71156e-10 9.8066 -1.91286e-11 9.14482e-10 3.73378e-10
2.422 -1.13131e-05 -6.6488e-05 -6.8368e-05 -2.22004e-09 -2.97549e-10 9.8066 -1.86213e-11 9.17002e-10 2.76011e-10
2.423 -1.20192e-05 -6.79849e-05 -6.84989e-05 -2.12378e-09 -2.43976e-10 9.8066 -1.8167e-11 9.18587e-10 1.80094e-10
2.424 -9.18192e-06 -6.69959e-05 -6.93718e-05 -1.74262e-09 -2.05751e-10 9.8066 -1.77679e-11 9.19199e-10 8.57428e-11
2.425 -7.74957e-06 -6.71205e-05 -6.72602e-05 -1.33491e-09 -1.20962e-10 9.8066 -1.74219e-11 9.1888e-10 -6.78417e-12
2.426 -1.04759e-05 -6.6848e-05 -6.82225e-05 -9.9051e-10 -3.46918e-11 9.8066 -1.71268e-11 9.17673e-10 -9.72241e-11
2.427 -1.07547e-05 -6.49901e-05 -6.80103e-05 -7.14785e-10 5.43744e-11 9.8066 -1.68807e-11 9.15615e-10 -1.85336e-10
2.428 -9.86654e-06 -6.33821e-05 -6.71102e-05 -4.94579e-10 1.45598e-10 9.8066 -1.66816e-11 9.1274e-10 -2.70887e-10
2.429 -1.0185e-05 -6.28199e-05 -6.69837e-05 -3.18572e-10 2.38806e-10 9.8066 -1.65277e-11 9.09081e-10 -3.53651e-10
2.43 -9.18743e-06 -6.26639e-05 -6.65144e-05 -1.78112e-10 3.33509e-10 9.8066 -1.64173e-11 9.04667e-10 -4.33411e-10
2.431 -7.79219e-06 -6.29034e-05 -6.65277e-05 -6.61054e-11 4.29437e-10 9.8066 -1.63485e-11 8.99529e-10 -5.09963e-10
2.432 -8.9367e-06 -6.49618e-05 -6.67965e-05 2.3187e-11 5.26662e-10 9.8066 -1.63197e-11 8.93693e-10 -5.83109e-10
2.433 -8.01729e-06 -6.61902e-05 -6.62411e-05 9.43136e-11 6.24645e-10 9.8066 -1.63295e-11 8.87188e-10 -6.52658e-10
2.434 -7.39599e-06 -6.6674e-05 -6.65302e-05 1.50852e-10 7.23396e-10 9.8066 -1.63762e-11 8.8004e-10 -7.18428e-10
2.435 -6.78566e-06 -6.81109e-05 -6.76024e-05 1.95913e-10 8.22875e-10 9.8066 -1.64585e-11 8.72272e-10 -7.80245e-10
2.436 -6.84452e-06 -6.96765e-05 -6.77737e-05 2.316e-10 9.22906e-10 9.8066 -1.65748e-11 8.63911e-10 -8.37939e-10
2.437 -8.64717e-06 -7.04064e-05 -6.81706e-05 2.59898e-10 1.02335e-09 9.8066 -1.67239e-11 8.54979e-10 -8.9135e-10
2.438 -1.05417e-05 -7.1053e-05 -6.8813e-05 2.83573e-10 1.12432e-09 9.8066 -1.69045e-11 8.45498e-10 -9.40322e-10
2.439 -1.04999e-05 -7.13217e-05 -6.84203e-05 3.34329e-10 1.2248e-09 9.8066 -1.71154e-11 8.35475e-10 -9.84704e-10
2.44 -1.21375e-05 -7.00165e-05 -6.79389e-05 5.91627e-10 1.32289e-09 9.8066 -1.73552e-11 8.24887e-10 -1.02435e-09
2.441 -9.5835e-06 -6.84403e-05 -6.72545e-05 1.38578e-09 1.42236e-09 9.8066 -1.76228e-11 8.13676e-10 -1.05914e-09
2.445 -7.57984e-06 -6.69372e-05 -7.2403e-05 6.58e-09 1.66037e-09 9.8066 -1.89445e-11 7.62985e-10 -1.1492e-09
2.446 -7.42957e-06 -6.80667e-05 -7.11741e-05 6.24072e-09 1.63516e-09 9.8066 -1.93297e-11 7.49502e-10 -1.16073e-09
2.447 -6.55045e-06 -7.03018e-05 -7.21308e-05 5.37987e-09 1.58381e-09 9.8066 -1.97338e-11 7.35916e-10 -1.16854e-09
2.448 -7.44402e-06 -7.08283e-05 -7.09133e-05 4.4314e-09 1.51776e-09 9.8066 -2.01551e-11 7.22243e-10 -1.17288e-09
2.449 -5.68997e-06 -7.16681e-05 -7.04233e-05 3.61515e-09 1.45207e-09 9.8066 -2.05925e-11 7.08483e-10 -1.17403e-09
2.45 -4.72141e-06 -7.16539e-05 -7.06626e-05 2.9566e-09 1.39382e-09 9.8066 -2.10445e-11 6.9463e-10 -1.17224e-09
