t wx wy wz ax ay az yaw pitch roll
0.022 -8.77518e-05 2.35971e-05 -4.30488e-05 5.6709e-11 4.39194e-10 9.8066 -8.45949e-10 1.80898e-09 1.84582e-09
0.023 -8.68502e-05 2.39434e-05 -4.35622e-05 8.8412e-11 3.32288e-10 9.8066 -8.47048e-10 1.8042e-09 1.94e-09
0.024 -8.92287e-05 2.33351e-05 -4.40054e-05 2.44721e-10 2.23571e-10 9.8066 -8.48092e-10 1.7984e-09 2.03107e-09
0.025 -9.03154e-05 2.55352e-05 -4.50759e-05 8.30783e-10 1.13853e-10 9.8066 -8.49082e-10 1.79157e-09 2.11881e-09
0.026 -9.15889e-05 2.45816e-05 -4.60957e-05 2.0886e-09 1.37577e-11 9.8066 -8.5002e-10 1.78366e-09 2.203e-09
0.027 -9.19437e-05 2.37913e-05 -4.71412e-05 3.8228e-09 -6.47032e-11 9.8066 -8.50908e-10 1.77469e-09 2.28343e-09
0.028 -9.62766e-05 2.20623e-05 -4.82805e-05 5.4251e-09 -1.22277e-10 9.8066 -8.51748e-10 1.76478e-09 2.35993e-09
0.029 -9.81837e-05 1.97029e-05 -4.70023e-05 6.29007e-09 -1.75931e-10 9.8066 -8.52542e-10 1.75409e-09 2.43231e-09
0.03 -9.95008e-05 2.17056e-05 -4.64239e-05 6.21728e-09 -2.47397e-10 9.8066 -8.53292e-10 1.7428e-09 2.50043e-09
0.031 -0.000100212 2.16162e-05 -4.50399e-05 5.47638e-09 -3.48322e-10 9.8066 -8.54e-10 1.73099e-09 2.5641e-09
0.032 -0.00010436 2.36917e-05 -4.50323e-05 4.5224e-09 -4.72333e-10 9.8066 -8.54668e-10 1.7187e-09 2.62319e-09
0.033 -0.000103733 2.28561e-05 -4.50422e-05 3.65671e-09 -6.03269e-10 9.8066 -8.55296e-10 1.70593e-09 2.67753e-09
0.035 -0.000106283 2.16009e-05 -4.79443e-05 2.38632e-09 -8.52487e-10 9.8066 -8.56443e-10 1.67896e-09 2.7714e-09
0.036 -0.000104431 2.16452e-05 -4.65441e-05 1.93279e-09 -9.70154e-10 9.8066 -8.56963e-10 1.66477e-09 2.81065e-09
0.037 -0.000106534 2.13716e-05 -4.65507e-05 1.56912e-09 -1.08433e-09 9.8066 -8.57451e-10 1.65011e-09 2.8446e-09
0.038 -0.000107692 2.11008e-05 -4.64659e-05 1.27727e-09 -1.19573e-09 9.8066 -8.57906e-10 1.63498e-09 2.87314e-09
0.039 -0.0001105 2.19992e-05 -4.59436e-05 1.04315e-09 -1.30496e-09 9.8066 -8.58331e-10 1.6194e-09 2.89615e-09
0.04 -0.000110192 2.04956e-05 -4.47837e-05 8.55084e-10 -1.41231e-09 9.8066 -8.58727e-10 1.60337e-09 2.91351e-09
0.041 -0.000109424 2.03066e-05 -4.53384e-05 7.04205e-10 -1.51816e-09 9.8066 -8.59094e-10 1.58689e-09 2.92513e-09
0.042 -0.000109593 1.88863e-05 -4.32561e-05 5.82814e-10 -1.62277e-09 9.8066 -8.59434e-10 1.56998e-09 2.93091e-09
0.043 -0.000106008 1.91589e-05 -4.38687e-05 4.85297e-10 -1.72643e-09 9.8066 -8.59748e-10 1.55264e-09 2.93074e-09
0.044 -0.000106984 1.87644e-05 -4.37921e-05 4.06773e-10 -1.82924e-09 9.8066 -8.60036e-10 1.5349e-09 2.92455e-09
0.045 -0.00010677 1.8137e-05 -4.46417e-05 3.4349e-10 -1.93144e-09 9.8066 -8.60301e-10 1.51675e-09 2.91224e-09
0.046 -0.000107232 1.77217e-05 -4.29934e-05 2.92358e-10 -2.033e-09 9.8066 -8.60543e-10 1.49821e-09 2.89373e-09
0.047 -0.00010584 1.8825e-05 -4.16113e-05 2.48619e-10 -2.13418e-09 9.8066 -8.60762e-10 1.4793e-09 2.86896e-09
0.048 -0.000105052 1.93665e-05 -4.05159e-05 1.90312e-10 -2.23437e-09 9.8066 -8.6096e-10 1.46005e-09 2.83784e-09
0.049 -0.000106902 1.85763e-05 -3.78914e-05 4.36396e-11 -2.33006e-09 9.8066 -8.61137e-10 1.44049e-09 2.80029e-09
0.05 -0.000106557 1.70552e-05 -3.66938e-05 -3.069e-10 -2.41506e-09 9.8066 -8.61295e-10 1.42066e-09 2.75626e-09
0.051 -0.000108019 1.65058e-05 -3.5922e-05 -9.14905e-10 -2.48701e-09 9.8066 -8.61434e-10 1.40061e-09 2.70566e-09
0.052 -0.000108589 1.64002e-05 -3.61843e-05 -1.6611e-09 -2.55153e-09 9.8066 -8.61554e-10 1.3803e-09 2.64844e-09
0.053 -0.000109429 1.60547e-05 -3.6942e-05 -2.27192e-09 -2.62111e-09 9.8066 -8.61657e-10 1.35972e-09 2.58455e-09
0.054 -0.000108895 1.92036e-05 -3.65013e-05 -2.49806e-09 -2.70743e-09 9.8066 -8.61744e-10 1.33883e-09 2.51393e-09
0.055 -0.000111117 1.7871e-05 -3.67541e-05 -2.31333e-09 -2.81312e-09 9.8066 -8.61814e-10 1.31763e-09 2.43655e-09
0.056 -0.000110306 1.79851e-05 -3.95937e-05 -1.91944e-09 -2.93074e-09 9.8066 -8.61869e-10 1.29615e-09 2.35236e-09
0.057 -0.000108652 1.92758e-05 -3.85756e-05 -1.52769e-09 -3.05047e-09 9.8066 -8.6191e-10 1.2744e-09 2.26128e-09
0.058 -0.000108758 2.02548e-05 -3.84834e-05 -1.23376e-09 -2.93687e-09 9.8066 -8.61931e-10 1.25249e-09 2.16404e-09
0.06 -0.000108838 2.16501e-05 -3.80241e-05 -8.26194e-10 -2.71912e-09 9.8066 -8.61908e-10 1.20851e-09 1.95356e-09
0.063 -0.000111018 2.23911e-05 -3.57475e-05 -5.08027e-10 -2.4159e-09 9.8066 -8.61661e-10 1.14349e-09 1.60633e-09
0.064 -0.000110195 2.24841e-05 -3.50394e-05 -4.51466e-10 -2.32085e-09 9.8066 -8.61511e-10 1.12237e-09 1.48418e-09
0.065 -0.000108976 2.3591e-05 -3.43239e-05 -4.1186e-10 -2.22863e-09 9.8066 -8.61322e-10 1.10165e-09 1.35955e-09
0.066 -0.000110804 2.19455e-05 -3.5874e-05 -3.85637e-10 -2.13906e-09 9.8066 -8.61092e-10 1.08139e-09 1.23285e-09
0.067 -0.000110637 2.13232e-05 -3.55876e-05 -3.70003e-10 -2.05204e-09 9.8066 -8.60818e-10 1.06166e-09 1.10445e-09
0.068 -0.00011171 2.27428e-05 -3.46022e-05 -3.63022e-10 -1.96731e-09 9.8066 -8.60498e-10 1.04251e-09 9.74689e-10
0.069 -0.000111951 2.18821e-05 -3.49332e-05 -3.6269e-10 -1.88482e-09 9.8066 -8.60129e-10 1.02401e-09 8.43895e-10
0.07 -0.000111047 2.24255e-05 -3.60515e-05 -3.63786e-10 -1.80444e-09 9.8066 -8.5971e-10 1.0062e-09 7.12372e-10
0.071 -0.000112468 2.15421e-05 -3.3513e-05 -3.04562e-10 -1.72749e-09 9.8066 -8.59238e-10 9.89114e-10 5.80403e-10
0.072 -0.000113085 2.33952e-05 -3.24722e-05 5.81592e-11 -1.65495e-09 9.8066 -8.58711e-10 9.7275e-10 4.48253e-10
0.073 -0.000114366 2.1626e-05 -3.37565e-05 1.03994e-09 -1.57963e-09 9.8066 -8.58127e-10 9.57073e-10 3.16161e-10
0.074 -0.000115306 2.09477e-05 -3.5598e-05 2.63022e-09 -1.48819e-09 9.8066 -8.57483e-10 9.42086e-10 1.8436e-10
0.075 -0.000114711 1.85895e-05 -3.64489e-05 4.33756e-09 -1.37524e-09 9.8066 -8.56778e-10 9.27876e-10 5.30565e-11
0.076 -0.000111403 1.60312e-05 -3.45954e-05 5.49842e-09 -1.25226e-09 9.8066 -8.5601e-10 9.14611e-10 -7.75135e-11
0.077 -0.000110206 1.74637e-05 -3.37439e-05 5.73493e-09 -1.14102e-09 9.8066 -8.55177e-10 9.02474e-10 -2.07169e-10
0.08 -0.000109564 1.72067e-05 -3.52043e-05 3.27361e-09 -9.64004e-10 9.8066 -8.52274e-10 8.7379e-10 -5.88699e-10
0.081 -0.000111338 1.68507e-05 -3.44126e-05 2.48628e-09 -9.23965e-10 9.8066 -8.51167e-10 8.66896e-10 -7.12853e-10
0.082 -0.000111064 1.80945e-05 -3.59997e-05 1.84906e-09 -8.79717e-10 9.8066 -8.49986e-10 8.61348e-10 -8.35253e-10
0.083 -0.000108519 1.88938e-05 -3.55476e-05 1.35674e-09 -7.84711e-10 9.8066 -8.48736e-10 8.5708e-10 -9.55616e-10
0.084 -0.000109601 1.88192e-05 -3.70395e-05 9.61711e-10 -6.86903e-10 9.8066 -8.47419e-10 8.54026e-10 -1.07366e-09
0.085 -0.00011091 1.7345e-05 -3.81117e-05 6.44822e-10 -5.86865e-10 9.8066 -8.46038e-10 8.52125e-10 -1.18913e-09
0.086 -0.000110236 1.7749e-05 -3.69668e-05 3.90357e-10 -4.85404e-10 9.8066 -8.44595e-10 8.5132e-10 -1.30177e-09
0.087 -0.000110896 1.50688e-05 -3.8685e-05 1.86079e-10 -3.82828e-10 9.8066 -8.43093e-10 8.51558e-10 -1.41134e-09
0.088 -0.000110674 1.52406e-05 -4.00481e-05 2.19329e-11 -2.79455e-10 9.8066 -8.41534e-10 8.52791e-10 -1.51763e-09
0.089 -0.000110584 1.41432e-05 -4.0107e-05 -1.10078e-10 -1.75761e-10 9.8066 -8.39921e-10 8.5497e-10 -1.62041e-09
0.09 -0.000108826 1.42577e-05 -4.19447e-05 -2.16283e-10 -7.17237e-11 9.8066 -8.38255e-10 8.58055e-10 -1.71948e-09
0.091 -0.00010794 1.53347e-05 -4.34734e-05 -3.01787e-10 3.23972e-11 9.8066 -8.36539e-10 8.62003e-10 -1.81464e-09
0.092 -0.000106767 1.65712e-05 -4.2527e-05 -3.70743e-10 1.36315e-10 9.8066 -8.34775e-10 8.66779e-10 -1.90572e-09
0.093 -0.000107785 1.67918e-05 -4.30956e-05 -4.26462e-10 2.4e-10 9.8066 -8.32965e-10 8.72345e-10 -1.99253e-09
0.094 -0.000108327 1.78959e-05 -4.50365e-05 -4.72409e-10 3.43543e-10 9.8066 -8.31111e-10 8.78672e-10 -2.07491e-09
0.095 -0.000107295 1.88414e-05 -4.29891e-05 -5.20664e-10 4.46901e-10 9.8066 -8.29213e-10 8.85736e-10 -2.15269e-09
0.096 -0.000106634 1.93047e-05 -4.3663e-05 -6.2294e-10 5.52419e-10 9.8066 -8.27275e-10 8.93533e-10 -2.22574e-09
0.097 -0.000106384 1.99723e-05 -4.4604e-05 -8.86814e-10 6.65745e-10 9.8066 -8.25298e-10 9.0207e-10 -2.29391e-09
0.098 -0.000106596 2.13878e-05 -4.24696e-05 -1.40422e-09 7.91687e-10 9.8066 -8.23283e-10 9.11342e-10 -2.35708e-09
0.099 -0.000106212 2.33122e-05 -4.24345e-05 -2.1262e-09 9.27771e-10 9.8066 -8.21233e-10 9.21312e-10 -2.41511e-09
0.1 -0.000105572 2.21538e-05 -4.27544e-05 -2.82214e-09 1.06349e-09 9.8066 -8.19147e-10 9.31917e-10 -2.46787e-09
0.101 -0.000105933 2.17737e-05 -4.15076e-05 -3.20718e-09 1.18577e-09 9.8066 -8.17028e-10 9.43093e-10 -2.51525e-09
0.102 -0.00010737 2.04299e-05 -4.09205e-05 -3.11628e-09 1.19563e-09 9.8066 -8.14886e-10 9.54659e-10 -2.55742e-09
0.103 -0.000107968 2.31435e-05 -3.96038e-05 -2.72855e-09 1.19294e-09 9.8066 -8.12727e-10 9.66471e-10 -2.59455e-09
0.104 -0.000108418 2.03695e-05 -3.99752e-05 -2.28066e-09 1.18765e-09 9.8066 -8.10562e-10 9.78395e-10 -2.6268e-09
0.105 -0.000107334 1.88493e-05 -3.84053e-05 -1.89474e-09 1.1866e-09 9.8066 -8.08396e-10 9.9031e-10 -2.6543e-09
0.106 -0.000107845 1.98041e-05 -3.75001e-05 -1.57907e-09 1.19076e-09 9.8066 -8.06237e-10 1.0021e-09 -2.67719e-09
0.107 -0.000106851 2.21717e-05 -3.90236e-05 -1.32043e-09 1.19951e-09 9.8066 -8.04092e-10 1.01365e-09 -2.69558e-09
0.108 -0.00010791 2.28387e-05 -4.10467e-05 -1.10753e-09 1.21248e-09 9.8066 -8.01966e-10 1.02485e-09 -2.70958e-09
0.109 -0.000107778 2.14484e-05 -4.05304e-05 -9.3135e-10 1.22898e-09 9.8066 -7.99866e-10 1.03562e-09 -2.71929e-09
0.11 -0.000108876 2.14157e-05 -4.18507e-05 -7.84637e-10 1.24869e-09 9.8066 -7.97795e-10 1.04586e-09 -2.72478e-09
0.111 -0.000110419 2.16596e-05 -4.14948e-05 -6.61588e-10 1.27109e-09 9.8066 -7.9576e-10 1.05548e-09 -2.72613e-09
0.112 -0.000111454 2.04922e-05 -4.33215e-05 -5.57591e-10 1.29605e-09 9.8066 -7.93765e-10 1.0644e-09 -2.72341e-09
0.114 -0.000109279 2.24671e-05 -4.4362e-05 -3.92524e-10 1.35222e-09 9.8066 -7.89911e-10 1.07987e-09 -2.70598e-09
0.115 -0.000109968 2.14312e-05 -4.40441e-05 -3.25992e-10 1.38313e-09 9.8066 -7.8806e-10 1.08627e-09 -2.69138e-09
0.116 -0.000107766 2.1085e-05 -4.68683e-05 -2.67454e-10 1.41545e-09 9.8066 -7.86264e-10 1.09171e-09 -2.6729e-09
0.117 -0.000109021 2.04586e-05 -4.62072e-05 -2.14459e-10 1.4493e-09 9.8066 -7.84527e-10 1.09612e-09 -2.65059e-09
0.118 -0.000108986 2.18244e-05 -4.46731e-05 -1.39065e-10 1.48346e-09 9.8066 -7.82852e-10 1.09945e-09 -2.62447e-09
0.119 -0.000108538 2.27691e-05 -4.38643e-05 1.26733e-10 1.51615e-09 9.8066 -7.81241e-10 1.1016e-09 -2.59457e-09
0.12 -0.00010817 2.27944e-05 -4.53568e-05 9.11323e-10 1.55033e-09 9.8066 -7.79698e-10 1.10244e-09 -2.56093e-09
0.122 -0.000108659 2.42839e-05 -4.44062e-05 4.16244e-09 1.6699e-09 9.8066 -7.76822e-10 1.09986e-09 -2.48252e-09
0.123 -0.000107349 2.33063e-05 -4.53089e-05 5.64345e-09 1.7597e-09 9.8066 -7.75494e-10 1.09647e-09 -2.43778e-09
0.124 -0.000109818 2.45934e-05 -4.55239e-05 6.28349e-09 1.84775e-09 9.8066 -7.74242e-10 1.09181e-09 -2.38936e-09
0.125 -0.000107957 2.41286e-05 -4.58854e-05 6.01862e-09 1.91354e-09 9.8066 -7.73069e-10 1.08597e-09 -2.33727e-09
0.126 -0.000107985 2.55083e-05 -4.46227e-05 5.16331e-09 1.86624e-09 9.8066 -7.71969e-10 1.07909e-09 -2.28175e-09
0.127 -0.000108875 2.48514e-05 -4.47796e-05 4.20095e-09 1.80257e-09 9.8066 -7.70935e-10 1.07127e-09 -2.2231e-09
0.128 -0.000111651 2.39339e-05 -4.20249e-05 3.36568e-09 1.73853e-09 9.8066 -7.69963e-10 1.06257e-09 -2.16154e-09
0.129 -0.000111701 2.30002e-05 -4.21423e-05 2.68977e-09 1.68156e-09 9.8066 -7.69048e-10 1.05305e-09 -2.09729e-09
0.13 -0.000111962 2.30795e-05 -4.4569e-05 2.14639e-09 1.63172e-09 9.8066 -7.68186e-10 1.04276e-09 -2.03059e-09
0.131 -0.000110642 2.23741e-05 -4.21838e-05 1.70945e-09 1.58784e-09 9.8066 -7.67372e-10 1.03175e-09 -1.9616e-09
0.132 -0.000109938 2.18851e-05 -4.15698e-05 1.35781e-09 1.54905e-09 9.8066 -7.66603e-10 1.02006e-09 -1.8905e-09
0.133 -0.000108547 2.26202e-05 -4.09879e-05 1.07468e-09 1.51457e-09 9.8066 -7.65876e-10 1.00774e-09 -1.81747e-09
0.134 -0.000108414 2.24032e-05 -3.94601e-05 8.46512e-10 1.48364e-09 9.8066 -7.65186e-10 9.94822e-10 -1.74265e-09
0.135 -0.000107981 2.16243e-05 -3.78114e-05 6.62581e-10 1.45575e-09 9.8066 -7.64532e-10 9.81351e-10 -1.66618e-09
0.136 -0.000106755 2.11817e-05 -3.8151e-05 5.14016e-10 1.43064e-09 9.8066 -7.63911e-10 9.67361e-10 -1.58819e-09
0.137 -0.000107062 2.1317e-05 -3.93921e-05 3.93925e-10 1.40788e-09 9.8066 -7.63319e-10 9.52885e-10 -1.5088e-09
0.138 -0.000106523 2.1977e-05 -3.86356e-05 2.96661e-10 1.38711e-09 9.8066 -7.62755e-10 9.37956e-10 -1.42813e-09
0.139 -0.000107535 2.13219e-05 -3.82856e-05 2.17876e-10 1.36816e-09 9.8066 -7.62217e-10 9.22604e-10 -1.34627e-09
0.14 -0.000108295 2.29481e-05 -3.72187e-05 1.5372e-10 1.35089e-09 9.8066 -7.61703e-10 9.06857e-10 -1.26332e-09
0.141 -0.000109813 2.29275e-05 -3.76781e-05 1.01343e-10 1.33506e-09 9.8066 -7.6121e-10 8.90744e-10 -1.17937e-09
0.142 -0.000109691 2.3335e-05 -3.89593e-05 5.38757e-11 1.3206e-09 9.8066 -7.60737e-10 8.74295e-10 -1.09449e-09
0.143 -0.000110511 2.48062e-05 -3.9517e-05 -4.50383e-11 1.25688e-09 9.8066 -7.60288e-10 8.5763e-10 -1.00893e-09
0.144 -0.000110102 2.54927e-05 -3.98082e-05 -2.61728e-10 1.1999e-09 9.8066 -7.59864e-10 8.40877e-10 -9.22918e-10
0.145 -0.000110071 2.53001e-05 -3.88456e-05 -7.08158e-10 1.15571e-09 9.8066 -7.59468e-10 8.24158e-10 -8.36687e-10
0.146 -0.000108074 2.57237e-05 -3.76568e-05 -1.39921e-09 1.12494e-09 9.8066 -7.59104e-10 8.07562e-10 -7.50441e-10
0.147 -0.00010907 2.4715e-05 -3.35031e-05 -2.16527e-09 1.09938e-09 9.8066 -7.58774e-10 7.91141e-10 -6.64369e-10
0.148 -0.000109336 2.41186e-05 -3.38635e-05 -2.71685e-09 1.0658e-09 9.8066 -7.5848e-10 7.74931e-10 -5.78655e-10
0.149 -0.000109089 2.32238e-05 -3.38489e-05 -2.84969e-09 1.01463e-09 9.8066 -7.58226e-10 7.58979e-10 -4.9346e-10
0.15 -0.000107898 2.32384e-05 -3.33678e-05 -2.60966e-09 9.46182e-10 9.8066 -7.58012e-10 7.43354e-10 -4.08941e-10
0.151 -0.00010813 2.2859e-05 -3.2499e-05 -2.22644e-09 8.69411e-10 9.8066 -7.57842e-10 7.28131e-10 -3.25265e-10
0.152 -0.000107994 2.28808e-05 -3.40888e-05 -1.87766e-09 7.932e-10 9.8066 -7.57718e-10 7.13382e-10 -2.42578e-10
0.153 -0.000109343 2.30658e-05 -3.52602e-05 -1.60099e-09 7.20443e-10 9.8066 -7.57643e-10 6.99177e-10 -1.61028e-10
0.154 -0.000110562 2.23563e-05 -3.41204e-05 -1.38506e-09 6.50872e-10 9.8066 -7.57617e-10 6.85576e-10 -8.07478e-11
0.155 -0.00011316 2.18265e-05 -3.46796e-05 -1.21775e-09 5.84018e-10 9.8066 -7.57645e-10 6.72638e-10 -1.86926e-12
0.156 -0.000112563 2.06215e-05 -3.53853e-05 -1.08924e-09 5.1938e-10 9.8066 -7.57727e-10 6.6042e-10 7.54864e-11
0.157 -0.00011344 1.99303e-05 -3.33466e-05 -9.91834e-10 4.56613e-10 9.8066 -7.57865e-10 6.48972e-10 1.51204e-10
0.158 -0.000114975 1.92583e-05 -3.05087e-05 -9.19325e-10 3.95454e-10 9.8066 -7.58062e-10 6.38345e-10 2.25171e-10
0.159 -0.000115735 1.92545e-05 -3.06791e-05 -8.66642e-10 3.3559e-10 9.8066 -7.58319e-10 6.28587e-10 2.97283e-10
0.16 -0.000117595 1.88585e-05 -3.0734e-05 -8.29823e-10 2.76826e-10 9.8066 -7.58638e-10 6.19742e-10 3.67437e-10
0.161 -0.000117546 1.8166e-05 -2.94853e-05 -7.82015e-10 1.71915e-10 9.8066 -7.59017e-10 6.11778e-10 4.35388e-10
0.162 -0.000116665 1.86771e-05 -3.06458e-05 -7.44275e-10 6.76427e-11 9.8066 -7.59454e-10 6.04663e-10 5.00896e-10
0.163 -0.000117306 1.73883e-05 -2.99777e-05 -7.14616e-10 -3.61863e-11 9.8066 -7.59944e-10 5.98366e-10 5.63735e-10
0.164 -0.000116577 1.64591e-05 -2.98012e-05 -6.9107e-10 -1.39754e-10 9.8066 -7.60487e-10 5.92856e-10 6.23684e-10
0.165 -0.000117564 1.6118e-05 -3.1149e-05 -6.62839e-10 -2.433e-10 9.8066 -7.61081e-10 5.881e-10 6.80534e-10
0.166 -0.000118589 1.75098e-05 -3.31383e-05 -5.30157e-10 -3.48882e-10 9.8066 -7.61722e-10 5.84039e-10 7.34082e-10
0.167 -0.00011748 1.87086e-05 -3.29486e-05 -1.90382e-12 -4.56193e-10 9.8066 -7.62409e-10 5.80579e-10 7.84129e-10
0.168 -0.000117383 1.59977e-05 -3.17342e-05 1.18966e-09 -5.5563e-10 9.8066 -7.6314e-10 5.77618e-10 8.30481e-10
0.17 -0.000118853 1.55984e-05 -3.39301e-05 4.54597e-09 -6.92283e-10 9.8066 -7.64727e-10 5.73095e-10 9.11351e-10
0.171 -0.000120087 1.52814e-05 -3.38738e-05 5.50119e-09 -7.43808e-10 9.8066 -7.65579e-10 5.71693e-10 9.45558e-10
0.172 -0.000120887 1.71711e-05 -3.18448e-05 5.51543e-09 -8.11853e-10 9.8066 -7.66468e-10 5.71014e-10 9.75391e-10
0.173 -0.000121919 1.71537e-05 -3.42007e-05 4.82037e-09 -9.08994e-10 9.8066 -7.67393e-10 5.71108e-10 1.00073e-09
0.174 -0.000122267 1.72513e-05 -3.54002e-05 3.87016e-09 -1.03093e-09 9.8066 -7.68353e-10 5.71961e-10 1.02141e-09
0.175 -0.000122047 1.51276e-05 -3.5009e-05 2.99013e-09 -1.16123e-09 9.8066 -7.69346e-10 5.73531e-10 1.0373e-09
0.176 -0.000121367 1.40845e-05 -3.45472e-05 2.27027e-09 -1.28884e-09 9.8066 -7.7037e-10 5.75776e-10 1.04825e-09
0.177 -0.000120418 1.27877e-05 -3.39121e-05 1.69277e-09 -1.41121e-09 9.8066 -7.71424e-10 5.78651e-10 1.05415e-09
0.178 -0.000119952 1.26884e-05 -3.39751e-05 1.22964e-09 -1.52939e-09 9.8066 -7.72507e-10 5.82116e-10 1.05484e-09
0.179 -0.000121159 1.28355e-05 -3.36231e-05 8.58321e-10 -1.64417e-09 9.8066 -7.73619e-10 5.86134e-10 1.05024e-09
0.18 -0.000120689 1.27768e-05 -3.22636e-05 5.60494e-10 -1.75627e-09 9.8066 -7.74756e-10 5.9067e-10 1.0402e-09
0.181 -0.000121543 1.31668e-05 -3.20638e-05 3.21545e-10 -1.86621e-09 9.8066 -7.7592e-10 5.95692e-10 1.02463e-09
0.182 -0.000121726 1.03556e-05 -3.24049e-05 1.34933e-10 -1.81058e-09 9.8066 -7.77107e-10 6.01155e-10 1.00395e-09
0.183 -0.000122515 1.14113e-05 -3.16558e-05 -1.43609e-11 -1.75818e-09 9.8066 -7.78316e-10 6.07018e-10 9.78555e-10
0.184 -0.000121772 1.22392e-05 -3.14124e-05 -1.33742e-10 -1.70882e-09 9.8066 -7.79545e-10 6.13246e-10 9.48808e-10
0.185 -0.00012416 1.22972e-05 -3.24347e-05 -2.28992e-10 -1.66257e-09 9.8066 -7.80792e-10 6.19804e-10 9.15046e-10
0.186 -0.000124345 1.1927e-05 -3.18608e-05 -3.05253e-10 -1.61928e-09 9.8066 -7.82056e-10 6.26663e-10 8.77576e-10
0.187 -0.000124538 1.39978e-05 -3.22113e-05 -3.66174e-10 -1.57882e-09 9.8066 -7.83337e-10 6.33798e-10 8.36689e-10
0.188 -0.000121948 1.36746e-05 -3.2248e-05 -4.14807e-10 -1.54116e-09 9.8066 -7.84631e-10 6.41183e-10 7.92649e-10
0.189 -0.000123063 1.4625e-05 -3.27271e-05 -4.55551e-10 -1.5061e-09 9.8066 -7.85939e-10 6.48802e-10 7.45699e-10
0.19 -0.000122724 1.46188e-05 -3.20055e-05 -5.07134e-10 -1.4731e-09 9.8066 -7.8726e-10 6.56646e-10 6.96067e-10
0.191 -0.00012212 1.75926e-05 -3.14759e-05 -6.37336e-10 -1.43863e-09 9.8066 -7.88592e-10 6.64729e-10 6.43955e-10
0.192 -0.000122282 1.7563e-05 -3.12025e-05 -9.60622e-10 -1.39655e-09 9.8066 -7.89934e-10 6.73067e-10 5.89551e-10
0.199 -0.00012399 2.31245e-05 -3.06024e-05 -2.24797e-09 -1.18126e-09 9.8066 -7.99565e-10 7.36436e-10 1.57891e-10
