x y z
2.65401 0.181859 0.455724
2.65946 0.185902 0.451328
2.66501 0.189937 0.446939
2.67067 0.193962 0.442559
2.67643 0.197977 0.438189
2.68228 0.201979 0.43383
2.68822 0.205967 0.429484
2.69424 0.209939 0.425152
2.70035 0.213894 0.420836
2.70652 0.217831 0.416537
2.71277 0.221747 0.412257
2.71907 0.22564 0.407997
2.72544 0.22951 0.403759
2.73185 0.233354 0.399545
2.7383 0.237171 0.395356
2.7448 0.240958 0.391193
2.75132 0.244715 0.387059
2.75787 0.248438 0.382955
2.76443 0.252126 0.378882
2.77101 0.255777 0.374843
2.77759 0.259389 0.370839
2.78417 0.262961 0.366872
2.79074 0.26649 0.362943
2.79729 0.269973 0.359055
2.80382 0.27341 0.355209
2.81031 0.276798 0.351406
2.81677 0.280135 0.347649
2.82318 0.283419 0.343939
2.82954 0.286647 0.340277
2.83584 0.289819 0.336667
2.84207 0.292931 0.333109
2.84822 0.295982 0.329605
2.85429 0.298969 0.326157
2.86027 0.301891 0.322766
2.86616 0.304746 0.319434
2.87193 0.307531 0.316164
2.8776 0.310244 0.312956
2.88314 0.312884 0.309812
2.88856 0.315448 0.306734
2.89385 0.317934 0.303723
2.89899 0.320341 0.300781
2.90398 0.322667 0.29791
2.90882 0.324909 0.295111
2.9135 0.327066 0.292385
2.91801 0.329136 0.289734
2.92234 0.331118 0.28716
2.9265 0.333009 0.284663
2.93047 0.334808 0.282245
2.93424 0.336514 0.279907
2.93782 0.338124 0.277651
2.94119 0.339638 0.275477
2.94435 0.341053 0.273388
2.9473 0.34237 0.271382
2.95003 0.343585 0.269463
2.95254 0.344699 0.267631
2.95482 0.34571 0.265885
2.95687 0.346618 0.264229
2.95869 0.34742 0.262661
2.96027 0.348117 0.261183
2.96161 0.348708 0.259795
2.96271 0.349192 0.258497
2.96356 0.349568 0.257291
2.96418 0.349837 0.256175
2.96454 0.349999 0.255152
