t wx wy wz ax ay az
0.284 0.00977877 0.00127609 -0.00373323 -0.20889 -0.173795 10.0367
0.285 0.000693795 -0.0011324 -0.00147695 -0.219559 -0.0303 10.0605
0.286 -0.00169147 -0.0195015 0.00816782 -0.15763 -0.331604 9.85018
0.287 -0.00275214 -0.000292896 0.0033459 -0.12047 -0.0696732 9.93343
0.288 -0.0212057 -0.00510583 0.00811531 -0.0501645 0.0164861 9.69144
0.289 -0.00318132 0.00300336 0.00220908 -0.248056 -0.241179 9.85733
0.29 0.0324348 -0.0156689 -0.0137068 -0.200697 -0.120349 9.95033
0.291 0.00695717 0.00573564 0.0171343 -0.163098 -0.0703128 9.87191
0.292 0.0196864 -0.000420658 -0.0168137 -0.144332 -0.091868 9.91054
0.293 -0.00241677 -0.0027101 0.00140428 -0.336216 0.035091 9.72409
0.294 -0.016371 -0.0117974 0.0218563 -0.043658 -0.277502 9.83821
0.295 -0.00736552 0.00102055 0.0131934 -0.160341 -0.293084 9.76688
0.296 0.0107811 0.00486045 0.00150767 -0.0965503 -0.23034 9.85752
0.297 -0.000913018 0.0056863 -0.0106329 -0.191021 -0.350627 9.81105
0.298 -0.00749955 0.00524657 0.00598321 -0.200356 -0.180966 9.82799
0.299 0.0299899 0.03199 0.00965157 -0.36421 -0.118287 9.93097
0.3 0.0116984 -0.00870512 0.0185268 -0.204907 0.0212263 10.0117
0.301 -0.00625182 0.0189101 -0.011216 -0.153627 -0.242315 10.0661
0.302 -0.0024846 0.0195681 -0.0091442 -0.0823806 -0.400373 9.92406
0.303 -0.0128257 0.013355 -0.0149087 -0.18955 -0.272606 9.89069
0.304 0.00883297 0.02107 -0.00281178 -0.293365 -0.314081 9.80592
0.305 -0.017208 0.00814318 -0.0191174 -0.227338 -0.181243 9.66346
0.306 -0.00899082 0.0024832 0.00937668 -0.218624 -0.227701 9.90943
0.307 0.00812522 0.0114482 -0.0269719 -0.160458 -0.283809 9.80249
0.308 -0.0103946 0.0206139 0.00800724 -0.377728 0.0382919 9.90069
0.309 0.00462741 -0.00744822 0.0122155 -0.220989 -0.330859 9.7758
0.31 -0.0198132 0.00418298 -0.0169024 -0.140266 -0.377656 9.72779
0.311 -0.0187237 0.0182459 -0.000921106 -0.184039 -0.268424 9.72375
0.312 0.0024781 -0.0149935 0.0103283 -0.256293 -0.185641 9.87456
0.313 -0.00428363 0.00376098 0.00691107 -0.161958 -0.547986 9.78086
0.317 0.00219916 -0.0116276 0.00762225 -0.119703 -0.0634479 10.0335
0.318 -0.00214039 0.0135754 0.00666302 -0.543237 -0.036052 9.88888
0.319 0.0035071 -0.00986194 -0.0248542 -0.21661 -0.260817 10.2705
0.32 0.0222052 -0.00644643 -0.0149057 -0.308324 -0.272447 9.9105
0.321 -0.0102746 -0.00570578 0.0258309 -0.106791 -0.30756 9.96373
0.322 -0.000834039 -0.00563555 -0.00457394 -0.149107 -0.203786 9.74727
0.323 -0.00536272 -0.00296722 -0.0154448 -0.0766518 -0.31529 9.93081
0.324 -0.0208535 -0.000788152 0.00651807 -0.321876 -0.0422708 9.80627
0.325 0.0268221 0.0100696 0.0246036 -0.404601 -0.00855719 9.94015
0.326 0.00434335 0.0422153 -0.00268845 -0.375063 -0.265568 9.76896
0.327 -0.00545157 0.0264009 0.0138613 0.102516 -0.114597 9.90165
0.328 -0.0141498 -0.00912579 -0.0125167 -0.378128 -0.166918 9.91188
0.329 -0.00608466 -0.012893 -0.0145064 -0.447895 -0.0990425 9.80299
0.33 0.00240643 -0.0062802 0.00654066 -0.172779 -0.133586 10.0813
0.331 0.0304449 -0.00259488 0.0178304 -0.224422 -0.376579 9.9655
0.332 0.0143132 0.00523749 0.00165098 -0.199015 -0.0600294 9.67778
0.333 -0.0108805 0.0126066 -0.00263967 0.0475792 -0.263754 9.91964
0.334 0.016161 -0.00840947 0.00110015 -0.240807 -0.343727 9.75233
0.335 0.00479575 -0.0130512 0.0257119 -0.250131 -0.146117 9.82296
0.336 0.00358864 0.00938201 0.0310207 -0.519797 -0.221204 10.0246
0.337 0.00985732 0.00364017 -0.00236676 -0.292669 -0.20847 9.95349
0.338 0.00442461 0.00671493 -0.00286229 -0.433244 -0.212815 9.99941
0.339 0.00393856 0.0115728 -0.00535525 -0.256986 -0.390189 9.84516
0.34 -0.00995676 0.0341925 -0.0179866 0.0383083 -0.115314 9.79565
0.341 0.0188836 0.0245336 -0.0163679 -0.411678 -0.0393791 9.75709
0.342 0.00469602 0.00198417 -0.00306022 -0.154438 0.0329252 9.78455
0.343 -0.0045563 0.0116595 2.52105e-05 -0.0712496 -0.20949 9.81971
0.344 -0.0119559 0.00591978 -0.00124818 -0.436008 -0.279862 10.1187
0.345 -0.0220509 -0.00164629 -0.00886241 -0.33099 -0.279139 9.84226
0.346 -0.0216823 0.0136797 0.00380213 -0.176064 0.0494432 9.83588
0.347 -0.0100903 0.0186535 0.00644679 -0.33501 -0.0402673 10.1408
0.348 -0.0122709 -0.00585272 -0.00921768 -0.171768 -0.226592 9.90201
0.349 -0.0102388 0.0149268 -0.00958784 -0.165992 -0.231552 9.87143
0.35 0.0236364 -0.000610037 0.0049975 -0.214369 -0.365335 9.90914
0.351 0.00296933 0.0129927 0.00842621 -0.20505 -0.425043 9.75056
0.352 -4.634e-05 0.0112494 0.0106702 -0.327064 -0.0759233 9.78959
0.353 -0.0066106 0.00726567 -0.00726827 -0.409179 -0.13371 9.74659
0.354 0.00434718 0.00608593 0.00556954 -0.274547 -0.433843 10.0416
0.355 -0.00499856 0.00646085 0.00313532 -0.220993 -0.254007 9.81047
0.356 0.00624219 -0.00274671 -0.00946059 -0.361409 -0.289205 10.0047
0.357 0.00620489 0.0166648 -0.00837343 -0.0820625 -0.255125 9.89798
